filepath,filename,video_id,original_class,shot_type,has_text,joint_label,split,embedding_index,shot_true_idx,shot_pred_idx,shot_pred,text_true,text_pred,text_threshold,text_probability,shot_confidence,joint_confidence,shot_correct,text_correct,joint_correct,prob_shot_close-up,prob_shot_medium,prob_shot_object,prob_shot_space,prob_shot_wide
C:\Temp\shot-classification\labeled_dataset\medium_text\0075_cut_005.jpg,0075_cut_005.jpg,75,medium_text,medium,1,medium_text,test,747,1,1,medium,1,1,0.44,0.4738804,0.87167484,0.4586052,True,True,True,0.11739671,0.87167484,0.0003740507,3.2168919e-06,0.01055125
C:\Temp\shot-classification\labeled_dataset\medium_notext\0139_cut_002.jpg,0139_cut_002.jpg,139,medium_notext,medium,0,medium_notext,test,1253,1,1,medium,0,1,0.44,0.66687346,0.6911416,0.460904,True,False,False,0.30675408,0.6911416,0.00057823915,9.0604755e-07,0.0015252002
C:\Temp\shot-classification\labeled_dataset\medium_text\0019_cut_001.jpg,0019_cut_001.jpg,19,medium_text,medium,1,medium_text,test,221,1,4,wide,1,0,0.44,0.31387097,0.6755401,0.46350768,False,False,False,0.0062709358,0.31250936,0.0031500717,0.002529567,0.6755401
C:\Temp\shot-classification\labeled_dataset\medium_text\0025_cut_010.jpg,0025_cut_010.jpg,25,medium_text,medium,1,medium_text,test,302,1,1,medium,1,1,0.44,0.48955247,0.9236339,0.4714666,True,True,True,0.008299258,0.9236339,3.6240628e-05,1.854592e-06,0.06802885
C:\Temp\shot-classification\labeled_dataset\close-up_text\0122_cut_001.jpg,0122_cut_001.jpg,122,close-up_text,close-up,1,close-up_text,test,1125,0,2,object,1,1,0.44,0.9073742,0.5201392,0.4719609,False,True,False,0.379272,0.09756236,0.5201392,0.0017055952,0.0013208091
C:\Temp\shot-classification\labeled_dataset\close-up_text\0211_cut_007.jpg,0211_cut_007.jpg,211,close-up_text,close-up,1,close-up_text,test,1885,0,1,medium,1,1,0.44,0.9998411,0.47983527,0.47975904,False,True,False,0.27433464,0.47983527,0.23824067,0.0007535996,0.006835787
C:\Temp\shot-classification\labeled_dataset\close-up_text\0017_cut_005.jpg,0017_cut_005.jpg,17,close-up_text,close-up,1,close-up_text,test,203,0,0,close-up,1,1,0.44,0.9979856,0.48309526,0.48212212,True,True,True,0.48309526,0.08449744,0.43178952,0.00032721212,0.00029058548
C:\Temp\shot-classification\labeled_dataset\medium_notext\0119_cut_012.jpg,0119_cut_012.jpg,119,medium_notext,medium,0,medium_notext,test,1109,1,1,medium,0,1,0.44,0.6771837,0.7120281,0.4821738,True,False,False,0.021483706,0.7120281,0.017341813,0.00094982615,0.24819657
C:\Temp\shot-classification\labeled_dataset\medium_text\0025_cut_004.jpg,0025_cut_004.jpg,25,medium_text,medium,1,medium_text,test,299,1,1,medium,1,1,0.44,0.6735536,0.728251,0.49051607,True,True,True,0.0021484806,0.728251,9.117302e-06,3.314758e-06,0.26958814
C:\Temp\shot-classification\labeled_dataset\medium_text\0075_cut_008.jpg,0075_cut_008.jpg,75,medium_text,medium,1,medium_text,test,748,1,1,medium,1,1,0.44,0.46857575,0.9270615,0.492663,True,True,True,0.031372063,0.9270615,0.00016179883,5.2968326e-06,0.04139934
C:\Temp\shot-classification\labeled_dataset\medium_notext\0139_cut_001.jpg,0139_cut_001.jpg,139,medium_notext,medium,0,medium_notext,test,1252,1,1,medium,0,1,0.44,0.82816786,0.59928185,0.49630597,True,False,False,0.39965212,0.59928185,0.0005018347,2.9468004e-07,0.0005637992
C:\Temp\shot-classification\labeled_dataset\medium_text\0157_cut_005.jpg,0157_cut_005.jpg,157,medium_text,medium,1,medium_text,test,1373,1,1,medium,1,1,0.44,0.9503404,0.525992,0.49987143,True,True,True,0.4608655,0.525992,0.010823248,2.4224613e-05,0.0022951511
C:\Temp\shot-classification\labeled_dataset\close-up_text\0189_cut_002.jpg,0189_cut_002.jpg,189,close-up_text,close-up,1,close-up_text,test,1616,0,0,close-up,1,1,0.44,0.9958254,0.50256884,0.5004708,True,True,True,0.50256884,0.4211943,0.07546694,3.406848e-05,0.00073581777
C:\Temp\shot-classification\labeled_dataset\close-up_text\0144_cut_004.jpg,0144_cut_004.jpg,144,close-up_text,close-up,1,close-up_text,test,1296,0,0,close-up,1,1,0.44,0.9995431,0.5018653,0.501636,True,True,True,0.5018653,0.49571648,0.0020826233,1.077409e-06,0.000334511
C:\Temp\shot-classification\labeled_dataset\medium_notext\0139_cut_004.jpg,0139_cut_004.jpg,139,medium_notext,medium,0,medium_notext,test,1255,1,3,space,0,0,0.44,0.21313635,0.63788503,0.50192857,False,True,False,0.0019630082,0.0131924,0.05614997,0.63788503,0.29080957
C:\Temp\shot-classification\labeled_dataset\close-up_text\0030_cut_015.jpg,0030_cut_015.jpg,30,close-up_text,close-up,1,close-up_text,test,353,0,1,medium,1,1,0.44,0.961994,0.52520525,0.5052443,False,True,False,0.44398057,0.52520525,0.025319763,0.00012424335,0.0053701675
C:\Temp\shot-classification\labeled_dataset\medium_text\0025_cut_009.jpg,0025_cut_009.jpg,25,medium_text,medium,1,medium_text,test,301,1,1,medium,1,0,0.44,0.3236217,0.74704283,0.5052836,True,False,False,0.25114307,0.74704283,7.405791e-05,2.0089189e-07,0.0017398401
C:\Temp\shot-classification\labeled_dataset\medium_notext\0025_cut_005.jpg,0025_cut_005.jpg,25,medium_notext,medium,0,medium_notext,test,294,1,1,medium,0,1,0.44,0.54142696,0.93661994,0.5071113,True,False,False,0.010360069,0.93661994,1.8250814e-05,1.112394e-06,0.053000744
C:\Temp\shot-classification\labeled_dataset\object_notext\0138_cut_002.jpg,0138_cut_002.jpg,138,object_notext,object,0,object_notext,test,1248,2,2,object,0,1,0.44,0.6680998,0.7639987,0.5104274,True,False,False,0.0015802446,0.0022051958,0.7639987,0.22628364,0.005932129
C:\Temp\shot-classification\labeled_dataset\medium_notext\0139_cut_005.jpg,0139_cut_005.jpg,139,medium_notext,medium,0,medium_notext,test,1256,1,1,medium,0,0,0.44,0.41954282,0.880255,0.5109503,True,True,True,0.041707415,0.880255,0.0031582885,9.913711e-05,0.07478015
C:\Temp\shot-classification\labeled_dataset\medium_text\0057_cut_004.jpg,0057_cut_004.jpg,57,medium_text,medium,1,medium_text,test,654,1,1,medium,1,1,0.44,0.99992204,0.5159818,0.51594156,True,True,True,0.18675773,0.5159818,0.2862369,0.0014519324,0.009571527
C:\Temp\shot-classification\labeled_dataset\wide_text\0030_cut_014.jpg,0030_cut_014.jpg,30,wide_text,wide,1,wide_text,test,370,4,4,wide,1,1,0.44,0.9944008,0.51968616,0.5167763,True,True,True,0.0016563867,0.47843727,0.00012862158,9.158944e-05,0.51968616
C:\Temp\shot-classification\labeled_dataset\close-up_text\0210_cut_017.jpg,0210_cut_017.jpg,210,close-up_text,close-up,1,close-up_text,test,1874,0,0,close-up,1,1,0.44,0.9994966,0.51786774,0.51760703,True,True,True,0.51786774,0.48010385,0.0019056331,2.295205e-07,0.00012245245
C:\Temp\shot-classification\labeled_dataset\close-up_text\0030_cut_013.jpg,0030_cut_013.jpg,30,close-up_text,close-up,1,close-up_text,test,352,0,2,object,1,1,0.44,0.9992434,0.5184795,0.5180872,False,True,False,0.25077578,0.1490102,0.5184795,0.060429905,0.021304565
C:\Temp\shot-classification\labeled_dataset\object_text\0100_cut_007.jpg,0100_cut_007.jpg,100,object_text,object,1,object_text,test,956,2,1,medium,1,1,0.44,0.9989347,0.52333444,0.5227769,False,True,False,0.054137897,0.52333444,0.10614811,0.017768534,0.29861096
C:\Temp\shot-classification\labeled_dataset\medium_notext\0030_cut_011.jpg,0030_cut_011.jpg,30,medium_notext,medium,0,medium_notext,test,355,1,1,medium,0,0,0.44,0.43072748,0.9194286,0.52340543,True,True,True,0.05606116,0.9194286,9.189402e-05,3.8179855e-06,0.024414629
C:\Temp\shot-classification\labeled_dataset\medium_text\0030_cut_009.jpg,0030_cut_009.jpg,30,medium_text,medium,1,medium_text,test,363,1,1,medium,1,0,0.44,0.060868803,0.56176156,0.5275678,True,False,False,0.0058293166,0.56176156,0.00017122296,8.266736e-05,0.43215522
C:\Temp\shot-classification\labeled_dataset\close-up_text\0144_cut_009.jpg,0144_cut_009.jpg,144,close-up_text,close-up,1,close-up_text,test,1301,0,1,medium,1,1,0.44,0.9980028,0.53061414,0.5295544,False,True,False,0.46845293,0.53061414,0.00071084464,2.543293e-07,0.00022181106
C:\Temp\shot-classification\labeled_dataset\medium_text\0119_cut_007.jpg,0119_cut_007.jpg,119,medium_text,medium,1,medium_text,test,1111,1,4,wide,1,1,0.44,0.9987796,0.5311374,0.5304892,False,True,False,0.009246241,0.45055962,0.005865546,0.0031911428,0.5311374
C:\Temp\shot-classification\labeled_dataset\close-up_notext\0114_cut_015.jpg,0114_cut_015.jpg,114,close-up_notext,close-up,0,close-up_notext,test,1075,0,0,close-up,0,0,0.44,0.3828711,0.8690754,0.53633153,True,True,True,0.8690754,0.12397809,0.0062412065,4.352201e-05,0.0006617932
C:\Temp\shot-classification\labeled_dataset\medium_text\0025_cut_008.jpg,0025_cut_008.jpg,25,medium_text,medium,1,medium_text,test,300,1,1,medium,1,0,0.44,0.29497495,0.7629059,0.5378678,True,False,False,0.0028898898,0.7629059,8.834603e-06,2.600546e-06,0.23419279
C:\Temp\shot-classification\labeled_dataset\close-up_text\0144_cut_001.jpg,0144_cut_001.jpg,144,close-up_text,close-up,1,close-up_text,test,1295,0,0,close-up,1,1,0.44,0.9989556,0.5407779,0.5402131,True,True,True,0.5407779,0.45830494,0.0007653261,2.1580249e-07,0.00015163988
C:\Temp\shot-classification\labeled_dataset\medium_text\0157_cut_008.jpg,0157_cut_008.jpg,157,medium_text,medium,1,medium_text,test,1376,1,1,medium,1,1,0.44,0.96660745,0.5633899,0.5445769,True,True,True,0.43558985,0.5633899,0.00059379864,4.1193837e-07,0.0004260628
C:\Temp\shot-classification\labeled_dataset\close-up_text\0114_cut_005.jpg,0114_cut_005.jpg,114,close-up_text,close-up,1,close-up_text,test,1077,0,1,medium,1,1,0.44,0.9804591,0.5597842,0.54884547,False,True,False,0.43742734,0.5597842,0.0021230644,1.6737761e-06,0.0006637475
C:\Temp\shot-classification\labeled_dataset\close-up_text\0119_cut_002.jpg,0119_cut_002.jpg,119,close-up_text,close-up,1,close-up_text,test,1103,0,1,medium,1,0,0.44,0.28433886,0.7736816,0.5536939,False,False,False,0.22422506,0.7736816,0.0005118008,5.5085417e-07,0.0015809879
C:\Temp\shot-classification\labeled_dataset\close-up_text\0211_cut_008.jpg,0211_cut_008.jpg,211,close-up_text,close-up,1,close-up_text,test,1886,0,1,medium,1,1,0.44,0.98708344,0.56115824,0.55391,False,True,False,0.27171326,0.56115824,0.14906548,0.0010769028,0.01698612
C:\Temp\shot-classification\labeled_dataset\object_notext\0138_cut_001.jpg,0138_cut_001.jpg,138,object_notext,object,0,object_notext,test,1247,2,3,space,0,1,0.44,0.7921102,0.7019919,0.55605495,False,False,False,0.00073033513,0.0021814888,0.26514727,0.7019919,0.029948974
C:\Temp\shot-classification\labeled_dataset\medium_notext\0025_cut_007.jpg,0025_cut_007.jpg,25,medium_notext,medium,0,medium_notext,test,296,1,1,medium,0,0,0.44,0.4135788,0.9548477,0.5599429,True,True,True,0.01878006,0.9548477,2.4344445e-05,7.28575e-07,0.026347235
C:\Temp\shot-classification\labeled_dataset\wide_text\0030_cut_020.jpg,0030_cut_020.jpg,30,wide_text,wide,1,wide_text,test,375,4,1,medium,1,1,0.44,0.996633,0.56233764,0.56044424,False,True,False,0.0017525302,0.56233764,0.0001662943,6.579705e-05,0.4356777
C:\Temp\shot-classification\labeled_dataset\medium_text\0157_cut_004.jpg,0157_cut_004.jpg,157,medium_text,medium,1,medium_text,test,1372,1,1,medium,1,1,0.44,0.8666288,0.64734566,0.5610084,True,True,True,0.35199332,0.64734566,0.0003338452,1.1002612e-07,0.0003271139
