filepath,filename,video_id,original_class,shot_type,has_text,joint_label,split,embedding_index,shot_true_idx,shot_pred_idx,shot_pred,text_true,text_pred,text_threshold,text_probability,shot_confidence,joint_confidence,shot_correct,text_correct,joint_correct,prob_shot_close-up,prob_shot_medium,prob_shot_object,prob_shot_space,prob_shot_wide
C:\Temp\shot-classification\labeled_dataset\medium_text\0075_cut_009.jpg,0075_cut_009.jpg,75,medium_text,medium,1,medium_text,test,749,1,1,medium,1,0,0.44,0.21991874,0.9069439,0.70748997,True,False,False,0.08400244,0.9069439,4.8222624e-05,5.338236e-07,0.009004886
C:\Temp\shot-classification\labeled_dataset\space_text\0114_cut_007.jpg,0114_cut_007.jpg,114,space_text,space,1,space_text,test,1088,3,4,wide,1,0,0.44,0.1269421,0.7990322,0.6976014,False,False,False,8.326482e-05,0.0037238265,0.0013541251,0.19580655,0.7990322
C:\Temp\shot-classification\labeled_dataset\medium_text\0075_cut_004.jpg,0075_cut_004.jpg,75,medium_text,medium,1,medium_text,test,746,1,0,close-up,1,1,0.44,0.9588493,0.72507524,0.6952379,False,True,False,0.72507524,0.27416062,0.0006301287,2.3812724e-07,0.00013377788
C:\Temp\shot-classification\labeled_dataset\medium_notext\0114_cut_002.jpg,0114_cut_002.jpg,114,medium_notext,medium,0,medium_notext,test,1083,1,1,medium,0,1,0.44,0.9847281,0.6986525,0.68798274,True,False,False,0.300181,0.6986525,0.00060582545,3.0996628e-07,0.0005603798
C:\Temp\shot-classification\labeled_dataset\object_notext\0122_cut_002.jpg,0122_cut_002.jpg,122,object_notext,object,0,object_notext,test,1127,2,2,object,0,1,0.44,0.9962386,0.6900517,0.68745613,True,False,False,0.18884872,0.11216122,0.6900517,0.00519383,0.0037445144
C:\Temp\shot-classification\labeled_dataset\medium_text\0164_cut_002.jpg,0164_cut_002.jpg,164,medium_text,medium,1,medium_text,test,1428,1,1,medium,1,0,0.44,0.25285777,0.91762245,0.68559444,True,False,False,0.007845962,0.91762245,9.091989e-05,4.016569e-06,0.07443671
C:\Temp\shot-classification\labeled_dataset\space_text\0056_cut_011.jpg,0056_cut_011.jpg,56,space_text,space,1,space_text,test,642,3,4,wide,1,1,0.44,0.87133074,0.7861681,0.6850124,False,True,False,6.206105e-06,0.0009274089,0.00034353868,0.21255475,0.7861681
C:\Temp\shot-classification\labeled_dataset\space_text\0106_cut_005.jpg,0106_cut_005.jpg,106,space_text,space,1,space_text,test,998,3,3,space,1,0,0.44,0.18058828,0.83507717,0.68427205,True,False,False,0.0013962474,0.0042101643,0.03767517,0.83507717,0.12164123
C:\Temp\shot-classification\labeled_dataset\wide_text\0017_cut_013.jpg,0017_cut_013.jpg,17,wide_text,wide,1,wide_text,test,215,4,1,medium,1,1,0.44,0.99923086,0.6791922,0.6786698,False,True,False,0.0040909485,0.6791922,0.00037916814,0.00011053611,0.31622723
C:\Temp\shot-classification\labeled_dataset\close-up_text\0119_cut_001.jpg,0119_cut_001.jpg,119,close-up_text,close-up,1,close-up_text,test,1102,0,1,medium,1,0,0.44,0.14421953,0.7873581,0.6738057,False,False,False,0.20711863,0.7873581,0.00070790964,2.5178424e-06,0.0048128166
C:\Temp\shot-classification\labeled_dataset\medium_text\0025_cut_003.jpg,0025_cut_003.jpg,25,medium_text,medium,1,medium_text,test,298,1,1,medium,1,0,0.44,0.2982958,0.94968057,0.6663948,True,False,False,0.015893852,0.94968057,1.51301765e-05,6.4374456e-07,0.034409683
C:\Temp\shot-classification\labeled_dataset\space_text\0097_cut_002.jpg,0097_cut_002.jpg,97,space_text,space,1,space_text,test,943,3,2,object,1,1,0.44,0.9990037,0.66686225,0.66619784,False,True,False,0.0073367474,0.0024304288,0.66686225,0.32079118,0.0025794778
C:\Temp\shot-classification\labeled_dataset\medium_text\0075_cut_010.jpg,0075_cut_010.jpg,75,medium_text,medium,1,medium_text,test,750,1,1,medium,1,0,0.44,0.13115482,0.766426,0.66590554,True,False,False,0.21649945,0.766426,0.00069357955,1.3886211e-05,0.016367095
C:\Temp\shot-classification\labeled_dataset\medium_text\0025_cut_001.jpg,0025_cut_001.jpg,25,medium_text,medium,1,medium_text,test,297,1,1,medium,1,0,0.44,0.12812029,0.7612242,0.66369593,True,False,False,0.004678054,0.7612242,2.7541328e-05,6.402302e-06,0.23406366
C:\Temp\shot-classification\labeled_dataset\object_text\0100_cut_006.jpg,0100_cut_006.jpg,100,object_text,object,1,object_text,test,955,2,2,object,1,0,0.44,0.30754098,0.9513382,0.6587627,True,False,False,0.04416021,0.0030916857,0.9513382,0.0013740268,3.5876237e-05
C:\Temp\shot-classification\labeled_dataset\wide_text\0030_cut_018.jpg,0030_cut_018.jpg,30,wide_text,wide,1,wide_text,test,373,4,1,medium,1,1,0.44,0.9982333,0.65695405,0.6557934,False,True,False,0.0038766314,0.65695405,0.00076922367,0.00018858151,0.3382116
C:\Temp\shot-classification\labeled_dataset\medium_text\0017_cut_006.jpg,0017_cut_006.jpg,17,medium_text,medium,1,medium_text,test,206,1,0,close-up,1,1,0.44,0.99855596,0.6509445,0.6500045,False,True,False,0.6509445,0.25217736,0.09572201,0.00014438486,0.0010117397
C:\Temp\shot-classification\labeled_dataset\close-up_text\0030_cut_003.jpg,0030_cut_003.jpg,30,close-up_text,close-up,1,close-up_text,test,351,0,1,medium,1,1,0.44,0.93174195,0.6968148,0.6492516,False,True,False,0.21610542,0.6968148,0.010095447,0.0012561843,0.07572817
C:\Temp\shot-classification\labeled_dataset\medium_text\0075_cut_002.jpg,0075_cut_002.jpg,75,medium_text,medium,1,medium_text,test,745,1,1,medium,1,0,0.44,0.18151698,0.79030216,0.64684886,True,False,False,0.1478288,0.79030216,0.001485549,8.065506e-05,0.060302835
C:\Temp\shot-classification\labeled_dataset\medium_text\0057_cut_001.jpg,0057_cut_001.jpg,57,medium_text,medium,1,medium_text,test,652,1,0,close-up,1,1,0.44,0.9998733,0.6467237,0.64664173,False,True,False,0.6467237,0.2830226,0.06991028,2.479482e-05,0.00031862498
C:\Temp\shot-classification\labeled_dataset\wide_text\0031_cut_002.jpg,0031_cut_002.jpg,31,wide_text,wide,1,wide_text,test,378,4,4,wide,1,0,0.44,0.33399457,0.96626127,0.64353526,True,False,False,0.00014535291,0.032603506,7.00214e-05,0.0009198366,0.96626127
C:\Temp\shot-classification\labeled_dataset\close-up_text\0114_cut_010.jpg,0114_cut_010.jpg,114,close-up_text,close-up,1,close-up_text,test,1079,0,0,close-up,1,0,0.44,0.30058876,0.91368014,0.6390382,True,False,False,0.91368014,0.082536325,0.0036679101,4.3040664e-06,0.00011122661
C:\Temp\shot-classification\labeled_dataset\wide_text\0075_cut_001.jpg,0075_cut_001.jpg,75,wide_text,wide,1,wide_text,test,751,4,4,wide,1,0,0.44,0.2907663,0.89312464,0.6334341,True,False,False,0.00040714088,0.106324606,3.1313997e-05,0.000112340014,0.89312464
C:\Temp\shot-classification\labeled_dataset\medium_text\0211_cut_006.jpg,0211_cut_006.jpg,211,medium_text,medium,1,medium_text,test,1888,1,0,close-up,1,1,0.44,0.9996959,0.63221645,0.63202417,False,True,False,0.63221645,0.36411673,0.0035267682,8.455416e-07,0.00013928852
C:\Temp\shot-classification\labeled_dataset\space_text\0056_cut_026.jpg,0056_cut_026.jpg,56,space_text,space,1,space_text,test,647,3,4,wide,1,1,0.44,0.8791076,0.7171945,0.63049114,False,True,False,6.4418935e-05,0.0056210835,0.0063518914,0.27076817,0.7171945
