filepath,filename,video_id,original_class,shot_type,has_text,joint_label,split,embedding_index,shot_true_idx,shot_pred_idx,shot_pred,text_true,text_pred,text_threshold,text_probability,shot_confidence,joint_confidence,shot_correct,text_correct,joint_correct,prob_shot_close-up,prob_shot_medium,prob_shot_object,prob_shot_space,prob_shot_wide
C:\Temp\shot-classification\labeled_dataset\close-up_text\0144_cut_004.jpg,0144_cut_004.jpg,144,close-up_text,close-up,1,close-up_text,test,1296,0,1,medium,1,1,0.46,0.9972415,0.66389054,0.6620592,False,True,False,0.33291984,0.66389054,0.0020894315,4.9859923e-06,0.0010952151
C:\Temp\shot-classification\labeled_dataset\medium_text\0164_cut_002.jpg,0164_cut_002.jpg,164,medium_text,medium,1,medium_text,test,1428,1,1,medium,1,0,0.46,0.23382512,0.86020577,0.6590681,True,False,False,0.02020874,0.86020577,0.000415219,7.0791255e-05,0.11909946
C:\Temp\shot-classification\labeled_dataset\close-up_text\0114_cut_010.jpg,0114_cut_010.jpg,114,close-up_text,close-up,1,close-up_text,test,1079,0,0,close-up,1,0,0.46,0.19737925,0.8196439,0.6578632,True,False,False,0.8196439,0.17734581,0.0025381383,1.7302773e-05,0.0004548746
C:\Temp\shot-classification\labeled_dataset\medium_notext\0139_cut_004.jpg,0139_cut_004.jpg,139,medium_notext,medium,0,medium_notext,test,1255,1,3,space,0,0,0.46,0.10101951,0.72497064,0.6517345,False,True,False,0.003564211,0.019222692,0.11663421,0.72497064,0.13560827
C:\Temp\shot-classification\labeled_dataset\close-up_text\0144_cut_001.jpg,0144_cut_001.jpg,144,close-up_text,close-up,1,close-up_text,test,1295,0,1,medium,1,1,0.46,0.99630547,0.65149176,0.6490848,False,True,False,0.34708965,0.65149176,0.00082049466,1.2485798e-06,0.00059682695
C:\Temp\shot-classification\labeled_dataset\wide_text\0056_cut_002.jpg,0056_cut_002.jpg,56,wide_text,wide,1,wide_text,test,650,4,4,wide,1,0,0.46,0.30499133,0.92435974,0.642438,True,False,False,0.00016632334,0.017573304,0.0015671438,0.05633354,0.92435974
C:\Temp\shot-classification\labeled_dataset\close-up_text\0030_cut_003.jpg,0030_cut_003.jpg,30,close-up_text,close-up,1,close-up_text,test,351,0,1,medium,1,1,0.46,0.92337346,0.6885417,0.63578117,False,True,False,0.09866356,0.6885417,0.026783831,0.0133132,0.17269778
C:\Temp\shot-classification\labeled_dataset\close-up_text\0025_cut_011.jpg,0025_cut_011.jpg,25,close-up_text,close-up,1,close-up_text,test,293,0,0,close-up,1,0,0.46,0.32302615,0.939084,0.6357353,True,False,False,0.939084,0.060853772,5.661432e-05,1.3546633e-08,5.6140834e-06
C:\Temp\shot-classification\labeled_dataset\close-up_text\0189_cut_006.jpg,0189_cut_006.jpg,189,close-up_text,close-up,1,close-up_text,test,1619,0,1,medium,1,1,0.46,0.98787606,0.63372344,0.6260402,False,True,False,0.28761408,0.63372344,0.07345227,0.0003376934,0.004872517
C:\Temp\shot-classification\labeled_dataset\close-up_notext\0114_cut_001.jpg,0114_cut_001.jpg,114,close-up_notext,close-up,0,close-up_notext,test,1074,0,0,close-up,0,1,0.46,0.67533004,0.9236902,0.62379575,True,False,False,0.9236902,0.07597289,0.00032391257,1.317296e-07,1.2868718e-05
C:\Temp\shot-classification\labeled_dataset\wide_text\0017_cut_002.jpg,0017_cut_002.jpg,17,wide_text,wide,1,wide_text,test,211,4,1,medium,1,1,0.46,0.997303,0.6251059,0.62342,False,True,False,0.004234372,0.6251059,0.0014024666,0.0006233693,0.36863396
C:\Temp\shot-classification\labeled_dataset\medium_text\0157_cut_006.jpg,0157_cut_006.jpg,157,medium_text,medium,1,medium_text,test,1374,1,0,close-up,1,1,0.46,0.94849133,0.65713334,0.6232853,False,True,False,0.65713334,0.34196627,0.00071169867,9.683047e-07,0.00018779798
C:\Temp\shot-classification\labeled_dataset\medium_text\0194_cut_002.jpg,0194_cut_002.jpg,194,medium_text,medium,1,medium_text,test,1653,1,0,close-up,1,1,0.46,0.9946938,0.62650216,0.6231778,False,True,False,0.62650216,0.370487,0.0027823048,2.1383694e-06,0.0002263723
C:\Temp\shot-classification\labeled_dataset\object_notext\0068_cut_006.jpg,0068_cut_006.jpg,68,object_notext,object,0,object_notext,test,712,2,2,object,0,1,0.46,0.65492713,0.9504149,0.6224525,True,False,False,0.013801222,0.003696963,0.9504149,0.03162483,0.00046198
C:\Temp\shot-classification\labeled_dataset\object_text\0100_cut_006.jpg,0100_cut_006.jpg,100,object_text,object,1,object_text,test,955,2,2,object,1,0,0.46,0.34477174,0.9482386,0.62131274,True,False,False,0.024008105,0.0045158206,0.9482386,0.02286551,0.00037198418
C:\Temp\shot-classification\labeled_dataset\medium_text\0025_cut_001.jpg,0025_cut_001.jpg,25,medium_text,medium,1,medium_text,test,297,1,1,medium,1,0,0.46,0.24615245,0.8238743,0.62107563,True,False,False,0.0152783925,0.8238743,8.7222346e-05,2.3124561e-05,0.16073704
C:\Temp\shot-classification\labeled_dataset\close-up_text\0119_cut_014.jpg,0119_cut_014.jpg,119,close-up_text,close-up,1,close-up_text,test,1108,0,1,medium,1,1,0.46,0.99759907,0.6090126,0.6075504,False,True,False,0.34987265,0.6090126,0.036507122,0.00026444058,0.004343253
C:\Temp\shot-classification\labeled_dataset\close-up_text\0030_cut_015.jpg,0030_cut_015.jpg,30,close-up_text,close-up,1,close-up_text,test,353,0,1,medium,1,1,0.46,0.8432076,0.71739894,0.6049162,False,True,False,0.1770735,0.71739894,0.039114494,0.0035856708,0.06282734
C:\Temp\shot-classification\labeled_dataset\medium_text\0075_cut_005.jpg,0075_cut_005.jpg,75,medium_text,medium,1,medium_text,test,747,1,1,medium,1,0,0.46,0.29963344,0.8609908,0.60300916,True,False,False,0.10407501,0.8609908,0.00043387964,2.6692656e-05,0.03447355
C:\Temp\shot-classification\labeled_dataset\close-up_notext\0185_cut_003.jpg,0185_cut_003.jpg,185,close-up_notext,close-up,0,close-up_notext,test,1596,0,0,close-up,0,1,0.46,0.63965476,0.9285785,0.59396964,True,False,False,0.9285785,0.07138266,3.3279062e-05,9.360504e-09,5.49601e-06
C:\Temp\shot-classification\labeled_dataset\wide_text\0031_cut_002.jpg,0031_cut_002.jpg,31,wide_text,wide,1,wide_text,test,378,4,4,wide,1,0,0.46,0.35581964,0.9127236,0.58795863,True,False,False,0.0012517287,0.07466264,0.0015847874,0.009777229,0.9127236
C:\Temp\shot-classification\labeled_dataset\medium_text\0075_cut_002.jpg,0075_cut_002.jpg,75,medium_text,medium,1,medium_text,test,745,1,1,medium,1,0,0.46,0.21666053,0.7481906,0.5860872,True,False,False,0.17634289,0.7481906,0.0026222423,0.00032348058,0.072520815
C:\Temp\shot-classification\labeled_dataset\close-up_text\0057_cut_002.jpg,0057_cut_002.jpg,57,close-up_text,close-up,1,close-up_text,test,651,0,2,object,1,1,0.46,0.99921024,0.5858541,0.5853914,False,True,False,0.31429437,0.09890659,0.5858541,0.0006104131,0.00033444224
