filepath,filename,video_id,original_class,shot_type,has_text,joint_label,split,embedding_index,shot_true_idx,shot_pred_idx,shot_pred,text_true,text_pred,text_threshold,text_probability,shot_confidence,joint_confidence,shot_correct,text_correct,joint_correct,prob_shot_close-up,prob_shot_medium,prob_shot_object,prob_shot_space,prob_shot_wide
C:\Temp\shot-classification\labeled_dataset\close-up_text\0211_cut_001.jpg,0211_cut_001.jpg,211,close-up_text,close-up,1,close-up_text,test,1883,0,0,close-up,1,1,0.46,0.9964792,0.43925774,0.4377112,True,True,True,0.43925774,0.3639852,0.18993069,0.0021771186,0.004649239
C:\Temp\shot-classification\labeled_dataset\close-up_text\0097_cut_003.jpg,0097_cut_003.jpg,97,close-up_text,close-up,1,close-up_text,test,939,0,3,space,1,0,0.46,0.12106228,0.49889192,0.43849492,False,False,False,0.020675754,0.012634779,0.45157936,0.49889192,0.016218262
C:\Temp\shot-classification\labeled_dataset\medium_notext\0139_cut_002.jpg,0139_cut_002.jpg,139,medium_notext,medium,0,medium_notext,test,1253,1,1,medium,0,0,0.46,0.35180384,0.6910828,0.4479572,True,True,True,0.30366346,0.6910828,0.0007876077,1.0133385e-05,0.0044560586
C:\Temp\shot-classification\labeled_dataset\close-up_text\0114_cut_014.jpg,0114_cut_014.jpg,114,close-up_text,close-up,1,close-up_text,test,1082,0,0,close-up,1,1,0.46,0.5533277,0.8269201,0.45755777,True,True,True,0.8269201,0.16775021,0.004805182,3.1366293e-05,0.0004931647
C:\Temp\shot-classification\labeled_dataset\medium_notext\0030_cut_011.jpg,0030_cut_011.jpg,30,medium_notext,medium,0,medium_notext,test,355,1,1,medium,0,1,0.46,0.5125048,0.8959831,0.45919564,True,False,False,0.077203326,0.8959831,0.00012156755,1.4719772e-05,0.026677303
C:\Temp\shot-classification\labeled_dataset\medium_text\0025_cut_010.jpg,0025_cut_010.jpg,25,medium_text,medium,1,medium_text,test,302,1,1,medium,1,1,0.46,0.5107473,0.90438396,0.46191168,True,True,True,0.017825868,0.90438396,0.00010135363,1.1736743e-05,0.07767702
C:\Temp\shot-classification\labeled_dataset\wide_text\0025_cut_002.jpg,0025_cut_002.jpg,25,wide_text,wide,1,wide_text,test,304,4,4,wide,1,0,0.46,0.32711768,0.69133615,0.46518788,True,False,False,0.0021589776,0.30603445,0.0001513887,0.00031898945,0.69133615
C:\Temp\shot-classification\labeled_dataset\close-up_text\0114_cut_004.jpg,0114_cut_004.jpg,114,close-up_text,close-up,1,close-up_text,test,1076,0,0,close-up,1,1,0.46,0.59920347,0.78133523,0.46817878,True,True,True,0.78133523,0.2175101,0.0010010604,1.4545927e-06,0.00015209428
C:\Temp\shot-classification\labeled_dataset\medium_text\0075_cut_008.jpg,0075_cut_008.jpg,75,medium_text,medium,1,medium_text,test,748,1,1,medium,1,0,0.46,0.43717426,0.8418868,0.47383556,True,False,False,0.039123397,0.8418868,0.0004082459,8.471653e-05,0.11849683
C:\Temp\shot-classification\labeled_dataset\medium_notext\0139_cut_003.jpg,0139_cut_003.jpg,139,medium_notext,medium,0,medium_notext,test,1254,1,3,space,0,0,0.46,0.14189312,0.55280995,0.47437,False,True,False,0.0047789677,0.042771578,0.12518108,0.55280995,0.27445844
C:\Temp\shot-classification\labeled_dataset\medium_notext\0030_cut_022.jpg,0030_cut_022.jpg,30,medium_notext,medium,0,medium_notext,test,356,1,1,medium,0,0,0.46,0.28946182,0.67500323,0.47961554,True,True,True,0.011343988,0.67500323,0.0001511737,0.00010652357,0.31339505
C:\Temp\shot-classification\labeled_dataset\medium_notext\0025_cut_006.jpg,0025_cut_006.jpg,25,medium_notext,medium,0,medium_notext,test,295,1,1,medium,0,0,0.46,0.43395773,0.84734845,0.47963506,True,True,True,0.011299594,0.84734845,6.668468e-05,1.454833e-05,0.1412708
C:\Temp\shot-classification\labeled_dataset\medium_notext\0025_cut_005.jpg,0025_cut_005.jpg,25,medium_notext,medium,0,medium_notext,test,294,1,1,medium,0,1,0.46,0.48526168,0.93341666,0.48046532,True,False,False,0.024062343,0.93341666,4.686169e-05,3.7090717e-06,0.042470455
C:\Temp\shot-classification\labeled_dataset\close-up_text\0114_cut_013.jpg,0114_cut_013.jpg,114,close-up_text,close-up,1,close-up_text,test,1081,0,0,close-up,1,1,0.46,0.9969805,0.48524943,0.4837842,True,True,True,0.48524943,0.26769194,0.24111229,0.002971423,0.0029749589
C:\Temp\shot-classification\labeled_dataset\object_notext\0138_cut_001.jpg,0138_cut_001.jpg,138,object_notext,object,0,object_notext,test,1247,2,3,space,0,0,0.46,0.44952485,0.8809021,0.4849147,False,True,False,0.0004327363,0.0019560475,0.09237189,0.8809021,0.024337161
C:\Temp\shot-classification\labeled_dataset\close-up_text\0211_cut_003.jpg,0211_cut_003.jpg,211,close-up_text,close-up,1,close-up_text,test,1884,0,1,medium,1,1,0.46,0.98942554,0.49252298,0.48731482,False,True,False,0.49061427,0.49252298,0.015436191,5.4535103e-05,0.001372079
C:\Temp\shot-classification\labeled_dataset\wide_text\0110_cut_002.jpg,0110_cut_002.jpg,110,wide_text,wide,1,wide_text,test,1043,4,4,wide,1,1,0.46,0.9850515,0.49628377,0.48886508,True,True,True,0.0010038357,0.04735207,0.05105286,0.4043075,0.49628377
C:\Temp\shot-classification\labeled_dataset\close-up_text\0114_cut_005.jpg,0114_cut_005.jpg,114,close-up_text,close-up,1,close-up_text,test,1077,0,1,medium,1,1,0.46,0.7840761,0.6254357,0.4903892,False,True,False,0.37162894,0.6254357,0.0013105194,6.0050834e-06,0.0016188117
C:\Temp\shot-classification\labeled_dataset\object_notext\0138_cut_005.jpg,0138_cut_005.jpg,138,object_notext,object,0,object_notext,test,1249,2,2,object,0,1,0.46,0.81936574,0.6027416,0.49386582,True,False,False,0.002588261,0.0043745628,0.6027416,0.38362226,0.006673306
C:\Temp\shot-classification\labeled_dataset\medium_text\0030_cut_009.jpg,0030_cut_009.jpg,30,medium_text,medium,1,medium_text,test,363,1,1,medium,1,0,0.46,0.089204475,0.5422664,0.49389383,True,False,False,0.016454984,0.5422664,0.00042903185,0.00051124865,0.44033822
C:\Temp\shot-classification\labeled_dataset\close-up_text\0210_cut_006.jpg,0210_cut_006.jpg,210,close-up_text,close-up,1,close-up_text,test,1865,0,2,object,1,1,0.46,0.99845886,0.49885523,0.49808642,False,True,False,0.4732562,0.027593791,0.49885523,0.00026152577,3.3181583e-05
C:\Temp\shot-classification\labeled_dataset\wide_text\0017_cut_009.jpg,0017_cut_009.jpg,17,wide_text,wide,1,wide_text,test,213,4,4,wide,1,1,0.46,0.9913208,0.5063854,0.5019904,True,True,True,0.003377532,0.488437,0.0009950971,0.0008050027,0.5063854
C:\Temp\shot-classification\labeled_dataset\wide_text\0075_cut_001.jpg,0075_cut_001.jpg,75,wide_text,wide,1,wide_text,test,751,4,4,wide,1,0,0.46,0.37329262,0.80611974,0.50520116,True,False,False,0.0020548387,0.19076732,0.00029614702,0.0007619148,0.80611974
C:\Temp\shot-classification\labeled_dataset\medium_text\0030_cut_001.jpg,0030_cut_001.jpg,30,medium_text,medium,1,medium_text,test,357,1,1,medium,1,1,0.46,0.9569444,0.52970356,0.50689685,True,True,True,0.007158698,0.52970356,0.0018239679,0.0020775204,0.45923632
C:\Temp\shot-classification\labeled_dataset\space_text\0056_cut_012.jpg,0056_cut_012.jpg,56,space_text,space,1,space_text,test,643,3,3,space,1,1,0.46,0.5775457,0.8810346,0.50883776,True,True,True,4.1160954e-05,0.001253049,0.007417792,0.8810346,0.11025335
C:\Temp\shot-classification\labeled_dataset\medium_text\0194_cut_001.jpg,0194_cut_001.jpg,194,medium_text,medium,1,medium_text,test,1652,1,1,medium,1,0,0.46,0.29463628,0.7246317,0.51112896,True,False,False,0.27026826,0.7246317,0.0005920369,5.953371e-06,0.0045019845
C:\Temp\shot-classification\labeled_dataset\close-up_text\0030_cut_013.jpg,0030_cut_013.jpg,30,close-up_text,close-up,1,close-up_text,test,352,0,2,object,1,1,0.46,0.99521023,0.5136196,0.5111595,False,True,False,0.0860589,0.21547964,0.5136196,0.13495387,0.049888022
C:\Temp\shot-classification\labeled_dataset\medium_text\0025_cut_004.jpg,0025_cut_004.jpg,25,medium_text,medium,1,medium_text,test,299,1,1,medium,1,1,0.46,0.60629344,0.8440731,0.511756,True,True,True,0.008612707,0.8440731,4.4891527e-05,1.0405524e-05,0.14725895
C:\Temp\shot-classification\labeled_dataset\medium_text\0075_cut_004.jpg,0075_cut_004.jpg,75,medium_text,medium,1,medium_text,test,746,1,0,close-up,1,1,0.46,0.819427,0.6268504,0.51365817,False,True,False,0.6268504,0.3721649,0.0005430769,1.1222126e-06,0.00044042792
C:\Temp\shot-classification\labeled_dataset\close-up_text\0144_cut_008.jpg,0144_cut_008.jpg,144,close-up_text,close-up,1,close-up_text,test,1300,0,1,medium,1,1,0.46,0.9933183,0.5176192,0.51416063,False,True,False,0.48097166,0.5176192,0.0010782818,1.1113642e-06,0.00032977408
C:\Temp\shot-classification\labeled_dataset\medium_text\0025_cut_012.jpg,0025_cut_012.jpg,25,medium_text,medium,1,medium_text,test,303,1,1,medium,1,0,0.46,0.43811074,0.91611564,0.51475555,True,False,False,0.07310325,0.91611564,9.167028e-05,1.7417924e-06,0.010687676
