filepath,filename,video_id,original_class,shot_type,has_text,joint_label,split,embedding_index
C:\Temp\deep\labeled_dataset\close-up_text\0015_cut_012.jpg,0015_cut_012.jpg,15,close-up_text,close-up,1,close-up_text,train,57
C:\Temp\deep\labeled_dataset\close-up_text\0015_cut_013.jpg,0015_cut_013.jpg,15,close-up_text,close-up,1,close-up_text,train,58
C:\Temp\deep\labeled_dataset\close-up_text\0015_cut_014.jpg,0015_cut_014.jpg,15,close-up_text,close-up,1,close-up_text,train,59
C:\Temp\deep\labeled_dataset\close-up_text\0015_cut_015.jpg,0015_cut_015.jpg,15,close-up_text,close-up,1,close-up_text,train,60
C:\Temp\deep\labeled_dataset\close-up_text\0017_cut_005.jpg,0017_cut_005.jpg,17,close-up_text,close-up,1,close-up_text,train,61
C:\Temp\deep\labeled_dataset\close-up_text\0019_cut_002.jpg,0019_cut_002.jpg,19,close-up_text,close-up,1,close-up_text,test,62
C:\Temp\deep\labeled_dataset\close-up_text\0021_cut_001.jpg,0021_cut_001.jpg,21,close-up_text,close-up,1,close-up_text,val,63
C:\Temp\deep\labeled_dataset\close-up_text\0024_cut_010.jpg,0024_cut_010.jpg,24,close-up_text,close-up,1,close-up_text,train,64
C:\Temp\deep\labeled_dataset\close-up_text\0024_cut_011.jpg,0024_cut_011.jpg,24,close-up_text,close-up,1,close-up_text,train,65
C:\Temp\deep\labeled_dataset\close-up_text\0024_cut_024.jpg,0024_cut_024.jpg,24,close-up_text,close-up,1,close-up_text,train,66
C:\Temp\deep\labeled_dataset\close-up_text\0024_cut_027.jpg,0024_cut_027.jpg,24,close-up_text,close-up,1,close-up_text,train,67
C:\Temp\deep\labeled_dataset\close-up_text\0024_cut_029.jpg,0024_cut_029.jpg,24,close-up_text,close-up,1,close-up_text,train,68
C:\Temp\deep\labeled_dataset\close-up_text\0024_cut_030.jpg,0024_cut_030.jpg,24,close-up_text,close-up,1,close-up_text,train,69
C:\Temp\deep\labeled_dataset\close-up_text\0024_cut_031.jpg,0024_cut_031.jpg,24,close-up_text,close-up,1,close-up_text,train,70
C:\Temp\deep\labeled_dataset\close-up_text\0024_cut_033.jpg,0024_cut_033.jpg,24,close-up_text,close-up,1,close-up_text,train,71
C:\Temp\deep\labeled_dataset\close-up_text\0025_cut_011.jpg,0025_cut_011.jpg,25,close-up_text,close-up,1,close-up_text,test,72
C:\Temp\deep\labeled_dataset\close-up_text\0029_cut_009.jpg,0029_cut_009.jpg,29,close-up_text,close-up,1,close-up_text,train,73
C:\Temp\deep\labeled_dataset\close-up_text\0029_cut_010.jpg,0029_cut_010.jpg,29,close-up_text,close-up,1,close-up_text,train,74
C:\Temp\deep\labeled_dataset\close-up_text\0029_cut_022.jpg,0029_cut_022.jpg,29,close-up_text,close-up,1,close-up_text,train,75
C:\Temp\deep\labeled_dataset\close-up_text\0030_cut_003.jpg,0030_cut_003.jpg,30,close-up_text,close-up,1,close-up_text,val,76
C:\Temp\deep\labeled_dataset\close-up_text\0030_cut_013.jpg,0030_cut_013.jpg,30,close-up_text,close-up,1,close-up_text,val,77
C:\Temp\deep\labeled_dataset\close-up_text\0030_cut_015.jpg,0030_cut_015.jpg,30,close-up_text,close-up,1,close-up_text,val,78
C:\Temp\deep\labeled_dataset\close-up_text\0030_cut_025.jpg,0030_cut_025.jpg,30,close-up_text,close-up,1,close-up_text,val,79
C:\Temp\deep\labeled_dataset\close-up_text\0040_cut_005.jpg,0040_cut_005.jpg,40,close-up_text,close-up,1,close-up_text,train,80
C:\Temp\deep\labeled_dataset\close-up_text\0040_cut_018.jpg,0040_cut_018.jpg,40,close-up_text,close-up,1,close-up_text,train,81
C:\Temp\deep\labeled_dataset\close-up_text\0041_cut_002.jpg,0041_cut_002.jpg,41,close-up_text,close-up,1,close-up_text,train,82
C:\Temp\deep\labeled_dataset\close-up_text\0045_cut_004.jpg,0045_cut_004.jpg,45,close-up_text,close-up,1,close-up_text,train,83
C:\Temp\deep\labeled_dataset\close-up_text\0047_cut_004.jpg,0047_cut_004.jpg,47,close-up_text,close-up,1,close-up_text,train,84
C:\Temp\deep\labeled_dataset\close-up_text\0048_cut_017.jpg,0048_cut_017.jpg,48,close-up_text,close-up,1,close-up_text,test,85
C:\Temp\deep\labeled_dataset\close-up_text\0048_cut_019.jpg,0048_cut_019.jpg,48,close-up_text,close-up,1,close-up_text,test,86
C:\Temp\deep\labeled_dataset\close-up_text\0048_cut_021.jpg,0048_cut_021.jpg,48,close-up_text,close-up,1,close-up_text,test,87
C:\Temp\deep\labeled_dataset\close-up_text\0048_cut_022.jpg,0048_cut_022.jpg,48,close-up_text,close-up,1,close-up_text,test,88
C:\Temp\deep\labeled_dataset\close-up_text\0048_cut_030.jpg,0048_cut_030.jpg,48,close-up_text,close-up,1,close-up_text,test,89
C:\Temp\deep\labeled_dataset\close-up_text\0048_cut_031.jpg,0048_cut_031.jpg,48,close-up_text,close-up,1,close-up_text,test,90
C:\Temp\deep\labeled_dataset\close-up_text\0048_cut_032.jpg,0048_cut_032.jpg,48,close-up_text,close-up,1,close-up_text,test,91
C:\Temp\deep\labeled_dataset\close-up_text\0048_cut_033.jpg,0048_cut_033.jpg,48,close-up_text,close-up,1,close-up_text,test,92
C:\Temp\deep\labeled_dataset\close-up_text\0048_cut_035.jpg,0048_cut_035.jpg,48,close-up_text,close-up,1,close-up_text,test,93
C:\Temp\deep\labeled_dataset\close-up_text\0048_cut_037.jpg,0048_cut_037.jpg,48,close-up_text,close-up,1,close-up_text,test,94
C:\Temp\deep\labeled_dataset\close-up_text\0048_cut_039.jpg,0048_cut_039.jpg,48,close-up_text,close-up,1,close-up_text,test,95
C:\Temp\deep\labeled_dataset\close-up_text\0056_cut_001.jpg,0056_cut_001.jpg,56,close-up_text,close-up,1,close-up_text,train,96
C:\Temp\deep\labeled_dataset\close-up_text\0056_cut_018.jpg,0056_cut_018.jpg,56,close-up_text,close-up,1,close-up_text,train,97
C:\Temp\deep\labeled_dataset\close-up_text\0057_cut_002.jpg,0057_cut_002.jpg,57,close-up_text,close-up,1,close-up_text,train,98
C:\Temp\deep\labeled_dataset\close-up_text\0063_cut_002.jpg,0063_cut_002.jpg,63,close-up_text,close-up,1,close-up_text,train,99
C:\Temp\deep\labeled_dataset\close-up_text\0063_cut_003.jpg,0063_cut_003.jpg,63,close-up_text,close-up,1,close-up_text,train,100
C:\Temp\deep\labeled_dataset\close-up_text\0063_cut_004.jpg,0063_cut_004.jpg,63,close-up_text,close-up,1,close-up_text,train,101
C:\Temp\deep\labeled_dataset\close-up_text\0066_cut_003.jpg,0066_cut_003.jpg,66,close-up_text,close-up,1,close-up_text,val,102
C:\Temp\deep\labeled_dataset\close-up_text\0066_cut_004.jpg,0066_cut_004.jpg,66,close-up_text,close-up,1,close-up_text,val,103
C:\Temp\deep\labeled_dataset\close-up_text\0066_cut_005.jpg,0066_cut_005.jpg,66,close-up_text,close-up,1,close-up_text,val,104
C:\Temp\deep\labeled_dataset\close-up_text\0077_cut_008.jpg,0077_cut_008.jpg,77,close-up_text,close-up,1,close-up_text,test,105
C:\Temp\deep\labeled_dataset\close-up_text\0084_cut_001.jpg,0084_cut_001.jpg,84,close-up_text,close-up,1,close-up_text,train,106
C:\Temp\deep\labeled_dataset\close-up_text\0085_cut_001.jpg,0085_cut_001.jpg,85,close-up_text,close-up,1,close-up_text,train,107
C:\Temp\deep\labeled_dataset\close-up_text\0085_cut_002.jpg,0085_cut_002.jpg,85,close-up_text,close-up,1,close-up_text,train,108
C:\Temp\deep\labeled_dataset\close-up_text\0085_cut_004.jpg,0085_cut_004.jpg,85,close-up_text,close-up,1,close-up_text,train,109
C:\Temp\deep\labeled_dataset\close-up_text\0085_cut_005.jpg,0085_cut_005.jpg,85,close-up_text,close-up,1,close-up_text,train,110
C:\Temp\deep\labeled_dataset\close-up_text\0085_cut_006.jpg,0085_cut_006.jpg,85,close-up_text,close-up,1,close-up_text,train,111
C:\Temp\deep\labeled_dataset\close-up_text\0085_cut_009.jpg,0085_cut_009.jpg,85,close-up_text,close-up,1,close-up_text,train,112
C:\Temp\deep\labeled_dataset\close-up_text\0085_cut_010.jpg,0085_cut_010.jpg,85,close-up_text,close-up,1,close-up_text,train,113
C:\Temp\deep\labeled_dataset\close-up_text\0087_cut_012.jpg,0087_cut_012.jpg,87,close-up_text,close-up,1,close-up_text,test,114
C:\Temp\deep\labeled_dataset\close-up_text\0089_cut_003.jpg,0089_cut_003.jpg,89,close-up_text,close-up,1,close-up_text,val,115
C:\Temp\deep\labeled_dataset\close-up_text\0091_cut_004.jpg,0091_cut_004.jpg,91,close-up_text,close-up,1,close-up_text,val,116
C:\Temp\deep\labeled_dataset\close-up_text\0093_cut_002.jpg,0093_cut_002.jpg,93,close-up_text,close-up,1,close-up_text,val,117
C:\Temp\deep\labeled_dataset\close-up_text\0093_cut_012.jpg,0093_cut_012.jpg,93,close-up_text,close-up,1,close-up_text,val,118
C:\Temp\deep\labeled_dataset\close-up_text\0093_cut_018.jpg,0093_cut_018.jpg,93,close-up_text,close-up,1,close-up_text,val,119
C:\Temp\deep\labeled_dataset\close-up_text\0096_cut_006.jpg,0096_cut_006.jpg,96,close-up_text,close-up,1,close-up_text,train,120
C:\Temp\deep\labeled_dataset\close-up_text\0097_cut_001.jpg,0097_cut_001.jpg,97,close-up_text,close-up,1,close-up_text,train,121
C:\Temp\deep\labeled_dataset\close-up_text\0097_cut_003.jpg,0097_cut_003.jpg,97,close-up_text,close-up,1,close-up_text,train,122
C:\Temp\deep\labeled_dataset\close-up_text\0097_cut_005.jpg,0097_cut_005.jpg,97,close-up_text,close-up,1,close-up_text,train,123
C:\Temp\deep\labeled_dataset\close-up_text\0097_cut_007.jpg,0097_cut_007.jpg,97,close-up_text,close-up,1,close-up_text,train,124
C:\Temp\deep\labeled_dataset\close-up_text\0102_cut_002.jpg,0102_cut_002.jpg,102,close-up_text,close-up,1,close-up_text,test,125
C:\Temp\deep\labeled_dataset\close-up_text\0102_cut_008.jpg,0102_cut_008.jpg,102,close-up_text,close-up,1,close-up_text,test,126
C:\Temp\deep\labeled_dataset\close-up_text\0102_cut_013.jpg,0102_cut_013.jpg,102,close-up_text,close-up,1,close-up_text,test,127
C:\Temp\deep\labeled_dataset\close-up_text\0102_cut_014.jpg,0102_cut_014.jpg,102,close-up_text,close-up,1,close-up_text,test,128
C:\Temp\deep\labeled_dataset\close-up_text\0105_cut_003.jpg,0105_cut_003.jpg,105,close-up_text,close-up,1,close-up_text,train,129
C:\Temp\deep\labeled_dataset\close-up_text\0114_cut_004.jpg,0114_cut_004.jpg,114,close-up_text,close-up,1,close-up_text,test,130
C:\Temp\deep\labeled_dataset\close-up_text\0114_cut_005.jpg,0114_cut_005.jpg,114,close-up_text,close-up,1,close-up_text,test,131
C:\Temp\deep\labeled_dataset\close-up_text\0114_cut_006.jpg,0114_cut_006.jpg,114,close-up_text,close-up,1,close-up_text,test,132
C:\Temp\deep\labeled_dataset\close-up_text\0114_cut_010.jpg,0114_cut_010.jpg,114,close-up_text,close-up,1,close-up_text,test,133
C:\Temp\deep\labeled_dataset\close-up_text\0114_cut_011.jpg,0114_cut_011.jpg,114,close-up_text,close-up,1,close-up_text,test,134
C:\Temp\deep\labeled_dataset\close-up_text\0114_cut_013.jpg,0114_cut_013.jpg,114,close-up_text,close-up,1,close-up_text,test,135
C:\Temp\deep\labeled_dataset\close-up_text\0114_cut_014.jpg,0114_cut_014.jpg,114,close-up_text,close-up,1,close-up_text,test,136
C:\Temp\deep\labeled_dataset\close-up_text\0119_cut_001.jpg,0119_cut_001.jpg,119,close-up_text,close-up,1,close-up_text,train,137
C:\Temp\deep\labeled_dataset\close-up_text\0119_cut_002.jpg,0119_cut_002.jpg,119,close-up_text,close-up,1,close-up_text,train,138
C:\Temp\deep\labeled_dataset\close-up_text\0119_cut_003.jpg,0119_cut_003.jpg,119,close-up_text,close-up,1,close-up_text,train,139
C:\Temp\deep\labeled_dataset\close-up_text\0119_cut_004.jpg,0119_cut_004.jpg,119,close-up_text,close-up,1,close-up_text,train,140
C:\Temp\deep\labeled_dataset\close-up_text\0119_cut_005.jpg,0119_cut_005.jpg,119,close-up_text,close-up,1,close-up_text,train,141
C:\Temp\deep\labeled_dataset\close-up_text\0119_cut_011.jpg,0119_cut_011.jpg,119,close-up_text,close-up,1,close-up_text,train,142
C:\Temp\deep\labeled_dataset\close-up_text\0119_cut_014.jpg,0119_cut_014.jpg,119,close-up_text,close-up,1,close-up_text,train,143
C:\Temp\deep\labeled_dataset\close-up_text\0120_cut_002.jpg,0120_cut_002.jpg,120,close-up_text,close-up,1,close-up_text,train,144
C:\Temp\deep\labeled_dataset\close-up_text\0122_cut_001.jpg,0122_cut_001.jpg,122,close-up_text,close-up,1,close-up_text,train,145
C:\Temp\deep\labeled_dataset\close-up_text\0129_cut_007.jpg,0129_cut_007.jpg,129,close-up_text,close-up,1,close-up_text,train,146
C:\Temp\deep\labeled_dataset\medium_notext\0010_cut_002.jpg,0010_cut_002.jpg,10,medium_notext,medium,0,medium_notext,val,147
C:\Temp\deep\labeled_dataset\medium_notext\0013_cut_009.jpg,0013_cut_009.jpg,13,medium_notext,medium,0,medium_notext,train,148
C:\Temp\deep\labeled_dataset\medium_notext\0013_cut_014.jpg,0013_cut_014.jpg,13,medium_notext,medium,0,medium_notext,train,149
C:\Temp\deep\labeled_dataset\medium_notext\0013_cut_021.jpg,0013_cut_021.jpg,13,medium_notext,medium,0,medium_notext,train,150
C:\Temp\deep\labeled_dataset\medium_notext\0024_cut_017.jpg,0024_cut_017.jpg,24,medium_notext,medium,0,medium_notext,train,151
C:\Temp\deep\labeled_dataset\medium_notext\0024_cut_018.jpg,0024_cut_018.jpg,24,medium_notext,medium,0,medium_notext,train,152
C:\Temp\deep\labeled_dataset\medium_notext\0024_cut_020.jpg,0024_cut_020.jpg,24,medium_notext,medium,0,medium_notext,train,153
C:\Temp\deep\labeled_dataset\medium_notext\0024_cut_025.jpg,0024_cut_025.jpg,24,medium_notext,medium,0,medium_notext,train,154
C:\Temp\deep\labeled_dataset\medium_notext\0025_cut_005.jpg,0025_cut_005.jpg,25,medium_notext,medium,0,medium_notext,test,155
C:\Temp\deep\labeled_dataset\medium_notext\0025_cut_006.jpg,0025_cut_006.jpg,25,medium_notext,medium,0,medium_notext,test,156
C:\Temp\deep\labeled_dataset\medium_notext\0025_cut_007.jpg,0025_cut_007.jpg,25,medium_notext,medium,0,medium_notext,test,157
C:\Temp\deep\labeled_dataset\medium_notext\0028_cut_004.jpg,0028_cut_004.jpg,28,medium_notext,medium,0,medium_notext,train,158
C:\Temp\deep\labeled_dataset\medium_notext\0028_cut_006.jpg,0028_cut_006.jpg,28,medium_notext,medium,0,medium_notext,train,159
C:\Temp\deep\labeled_dataset\medium_notext\0028_cut_007.jpg,0028_cut_007.jpg,28,medium_notext,medium,0,medium_notext,train,160
C:\Temp\deep\labeled_dataset\medium_notext\0028_cut_010.jpg,0028_cut_010.jpg,28,medium_notext,medium,0,medium_notext,train,161
C:\Temp\deep\labeled_dataset\medium_notext\0029_cut_001.jpg,0029_cut_001.jpg,29,medium_notext,medium,0,medium_notext,train,162
C:\Temp\deep\labeled_dataset\medium_notext\0030_cut_011.jpg,0030_cut_011.jpg,30,medium_notext,medium,0,medium_notext,val,163
C:\Temp\deep\labeled_dataset\medium_notext\0030_cut_022.jpg,0030_cut_022.jpg,30,medium_notext,medium,0,medium_notext,val,164
C:\Temp\deep\labeled_dataset\medium_notext\0032_cut_005.jpg,0032_cut_005.jpg,32,medium_notext,medium,0,medium_notext,train,165
C:\Temp\deep\labeled_dataset\medium_notext\0034_cut_006.jpg,0034_cut_006.jpg,34,medium_notext,medium,0,medium_notext,val,166
C:\Temp\deep\labeled_dataset\medium_notext\0034_cut_009.jpg,0034_cut_009.jpg,34,medium_notext,medium,0,medium_notext,val,167
C:\Temp\deep\labeled_dataset\medium_notext\0036_cut_005.jpg,0036_cut_005.jpg,36,medium_notext,medium,0,medium_notext,train,168
C:\Temp\deep\labeled_dataset\medium_notext\0036_cut_006.jpg,0036_cut_006.jpg,36,medium_notext,medium,0,medium_notext,train,169
C:\Temp\deep\labeled_dataset\medium_notext\0038_cut_006.jpg,0038_cut_006.jpg,38,medium_notext,medium,0,medium_notext,train,170
C:\Temp\deep\labeled_dataset\medium_notext\0043_cut_005.jpg,0043_cut_005.jpg,43,medium_notext,medium,0,medium_notext,train,171
C:\Temp\deep\labeled_dataset\medium_notext\0043_cut_007.jpg,0043_cut_007.jpg,43,medium_notext,medium,0,medium_notext,train,172
C:\Temp\deep\labeled_dataset\medium_notext\0044_cut_003.jpg,0044_cut_003.jpg,44,medium_notext,medium,0,medium_notext,train,173
C:\Temp\deep\labeled_dataset\medium_notext\0044_cut_005.jpg,0044_cut_005.jpg,44,medium_notext,medium,0,medium_notext,train,174
C:\Temp\deep\labeled_dataset\medium_notext\0044_cut_019.jpg,0044_cut_019.jpg,44,medium_notext,medium,0,medium_notext,train,175
C:\Temp\deep\labeled_dataset\medium_notext\0047_cut_003.jpg,0047_cut_003.jpg,47,medium_notext,medium,0,medium_notext,train,176
C:\Temp\deep\labeled_dataset\medium_notext\0048_cut_001.jpg,0048_cut_001.jpg,48,medium_notext,medium,0,medium_notext,test,177
C:\Temp\deep\labeled_dataset\medium_notext\0050_cut_004.jpg,0050_cut_004.jpg,50,medium_notext,medium,0,medium_notext,train,178
C:\Temp\deep\labeled_dataset\medium_notext\0050_cut_005.jpg,0050_cut_005.jpg,50,medium_notext,medium,0,medium_notext,train,179
C:\Temp\deep\labeled_dataset\medium_notext\0051_cut_001.jpg,0051_cut_001.jpg,51,medium_notext,medium,0,medium_notext,val,180
C:\Temp\deep\labeled_dataset\medium_notext\0051_cut_002.jpg,0051_cut_002.jpg,51,medium_notext,medium,0,medium_notext,val,181
C:\Temp\deep\labeled_dataset\medium_notext\0051_cut_003.jpg,0051_cut_003.jpg,51,medium_notext,medium,0,medium_notext,val,182
C:\Temp\deep\labeled_dataset\medium_notext\0051_cut_004.jpg,0051_cut_004.jpg,51,medium_notext,medium,0,medium_notext,val,183
C:\Temp\deep\labeled_dataset\medium_notext\0051_cut_005.jpg,0051_cut_005.jpg,51,medium_notext,medium,0,medium_notext,val,184
C:\Temp\deep\labeled_dataset\medium_notext\0051_cut_006.jpg,0051_cut_006.jpg,51,medium_notext,medium,0,medium_notext,val,185
C:\Temp\deep\labeled_dataset\medium_notext\0051_cut_007.jpg,0051_cut_007.jpg,51,medium_notext,medium,0,medium_notext,val,186
C:\Temp\deep\labeled_dataset\medium_notext\0051_cut_008.jpg,0051_cut_008.jpg,51,medium_notext,medium,0,medium_notext,val,187
C:\Temp\deep\labeled_dataset\medium_notext\0051_cut_009.jpg,0051_cut_009.jpg,51,medium_notext,medium,0,medium_notext,val,188
C:\Temp\deep\labeled_dataset\medium_notext\0051_cut_010.jpg,0051_cut_010.jpg,51,medium_notext,medium,0,medium_notext,val,189
C:\Temp\deep\labeled_dataset\medium_notext\0052_cut_001.jpg,0052_cut_001.jpg,52,medium_notext,medium,0,medium_notext,val,190
C:\Temp\deep\labeled_dataset\medium_notext\0054_cut_002.jpg,0054_cut_002.jpg,54,medium_notext,medium,0,medium_notext,train,191
