filepath,filename,video_id,original_class,shot_type,has_text,joint_label,split,embedding_index,shot_true_idx,shot_pred_idx,shot_pred,text_true,text_pred,text_probability,shot_confidence,text_confidence,joint_confidence,shot_correct,text_correct,joint_correct,prob_shot_close-up,prob_shot_medium,prob_shot_object,prob_shot_space,prob_shot_wide,joint_pred_label,text_threshold
C:\Temp\shot-classification\labeled_dataset\object_text\0100_cut_002.jpg,0100_cut_002.jpg,100,object_text,object,1,object_text,test,953,2,2,object,1,1,0.99856853,0.4451673,0.99856853,0.44453007,True,True,True,0.020621479,0.22642067,0.4451673,0.09020747,0.21758308,object_text,0.5
C:\Temp\shot-classification\labeled_dataset\medium_text\0030_cut_007.jpg,0030_cut_007.jpg,30,medium_text,medium,1,medium_text,test,362,1,1,medium,1,1,0.9742198,0.4606099,0.9742198,0.4487353,True,True,True,0.010404951,0.4606099,0.0051817386,0.10425562,0.41954777,medium_text,0.5
C:\Temp\shot-classification\labeled_dataset\object_text\0100_cut_007.jpg,0100_cut_007.jpg,100,object_text,object,1,object_text,test,956,2,1,medium,1,1,0.99880207,0.45221686,0.99880207,0.45167515,False,True,False,0.28475493,0.45221686,0.25241095,0.0030609276,0.007556292,medium_text,0.5
C:\Temp\shot-classification\labeled_dataset\object_notext\0138_cut_001.jpg,0138_cut_001.jpg,138,object_notext,object,0,object_notext,test,1247,2,3,space,0,0,0.00086660543,0.45220727,0.9991334,0.4518154,False,True,False,0.013674213,0.088477425,0.3805541,0.45220727,0.065087005,space_notext,0.5
C:\Temp\shot-classification\labeled_dataset\object_notext\0138_cut_005.jpg,0138_cut_005.jpg,138,object_notext,object,0,object_notext,test,1249,2,2,object,0,0,0.2360263,0.5936324,0.7639737,0.45351955,True,True,True,0.0067694765,0.0057495944,0.5936324,0.38908246,0.004766051,object_notext,0.5
C:\Temp\shot-classification\labeled_dataset\medium_text\0075_cut_008.jpg,0075_cut_008.jpg,75,medium_text,medium,1,medium_text,test,748,1,1,medium,1,0,0.27089238,0.6370744,0.7291076,0.4644958,True,False,False,0.010089437,0.6370744,0.0032173533,0.0034634788,0.3461553,medium_notext,0.5
C:\Temp\shot-classification\labeled_dataset\medium_text\0114_cut_012.jpg,0114_cut_012.jpg,114,medium_text,medium,1,medium_text,test,1085,1,1,medium,1,1,0.9960522,0.4680267,0.9960522,0.466179,True,True,True,0.3096028,0.4680267,0.21974747,0.001675657,0.00094742654,medium_text,0.5
C:\Temp\shot-classification\labeled_dataset\medium_text\0157_cut_003.jpg,0157_cut_003.jpg,157,medium_text,medium,1,medium_text,test,1371,1,1,medium,1,1,0.5540327,0.84149265,0.5540327,0.46621442,True,True,True,0.15783098,0.84149265,0.0004790586,1.9279978e-06,0.00019539983,medium_text,0.5
C:\Temp\shot-classification\labeled_dataset\medium_notext\0139_cut_005.jpg,0139_cut_005.jpg,139,medium_notext,medium,0,medium_notext,test,1256,1,1,medium,0,1,0.9760355,0.48361006,0.9760355,0.47202057,True,False,False,0.14118722,0.48361006,0.15724671,0.021975212,0.19598077,medium_text,0.5
C:\Temp\shot-classification\labeled_dataset\close-up_text\0189_cut_003.jpg,0189_cut_003.jpg,189,close-up_text,close-up,1,close-up_text,test,1617,0,1,medium,1,1,0.84609574,0.5600262,0.84609574,0.4738358,False,True,False,0.43537325,0.5600262,0.004443106,9.971297e-06,0.00014749926,medium_text,0.5
C:\Temp\shot-classification\labeled_dataset\wide_text\0025_cut_002.jpg,0025_cut_002.jpg,25,wide_text,wide,1,wide_text,test,304,4,4,wide,1,0,0.047784016,0.50503033,0.95221597,0.48089796,True,False,False,0.0009778606,0.49383852,7.5684744e-05,7.7589975e-05,0.50503033,wide_notext,0.5
C:\Temp\shot-classification\labeled_dataset\close-up_text\0017_cut_005.jpg,0017_cut_005.jpg,17,close-up_text,close-up,1,close-up_text,test,203,0,0,close-up,1,1,0.9997013,0.48742974,0.9997013,0.48728415,True,True,True,0.48742974,0.071820036,0.4101909,0.028921263,0.001638068,close-up_text,0.5
C:\Temp\shot-classification\labeled_dataset\close-up_text\0097_cut_001.jpg,0097_cut_001.jpg,97,close-up_text,close-up,1,close-up_text,test,938,0,0,close-up,1,0,0.11001435,0.5498326,0.8899857,0.48934314,True,False,False,0.5498326,0.4481417,0.0006540795,1.0278322e-06,0.0013706379,close-up_notext,0.5
C:\Temp\shot-classification\labeled_dataset\object_text\0068_cut_005.jpg,0068_cut_005.jpg,68,object_text,object,1,object_text,test,717,2,2,object,1,1,0.99816954,0.49124244,0.99816954,0.49034324,True,True,True,0.04901111,0.38429704,0.49124244,0.033097263,0.04235217,object_text,0.5
C:\Temp\shot-classification\labeled_dataset\space_text\0056_cut_028.jpg,0056_cut_028.jpg,56,space_text,space,1,space_text,test,648,3,3,space,1,1,0.99841726,0.49350095,0.99841726,0.49271986,True,True,True,0.0027916108,0.0043172417,0.48044208,0.49350095,0.018948099,space_text,0.5
C:\Temp\shot-classification\labeled_dataset\medium_text\0110_cut_003.jpg,0110_cut_003.jpg,110,medium_text,medium,1,medium_text,test,1039,1,2,object,1,1,0.9998615,0.4930696,0.9998615,0.49300128,False,True,False,0.07108604,0.37091565,0.4930696,0.019403365,0.045525458,object_text,0.5
C:\Temp\shot-classification\labeled_dataset\medium_text\0219_cut_001.jpg,0219_cut_001.jpg,219,medium_text,medium,1,medium_text,test,1990,1,1,medium,1,1,0.62313145,0.79642963,0.62313145,0.49628034,True,True,True,0.2028389,0.79642963,0.00040280356,1.3866705e-06,0.0003272546,medium_text,0.5
C:\Temp\shot-classification\labeled_dataset\close-up_text\0030_cut_013.jpg,0030_cut_013.jpg,30,close-up_text,close-up,1,close-up_text,test,352,0,2,object,1,1,0.9996068,0.50491965,0.9996068,0.5047211,False,True,False,0.27669084,0.19716018,0.50491965,0.01548113,0.0057481555,object_text,0.5
C:\Temp\shot-classification\labeled_dataset\medium_text\0075_cut_009.jpg,0075_cut_009.jpg,75,medium_text,medium,1,medium_text,test,749,1,1,medium,1,1,0.6079186,0.8325813,0.6079186,0.50614166,True,True,True,0.16601698,0.8325813,0.00031909594,1.9624765e-06,0.0010807671,medium_text,0.5
C:\Temp\shot-classification\labeled_dataset\space_text\0106_cut_005.jpg,0106_cut_005.jpg,106,space_text,space,1,space_text,test,998,3,3,space,1,1,0.8125132,0.62566197,0.8125132,0.5083586,True,True,True,0.0094837025,0.013965438,0.31295747,0.62566197,0.037931364,space_text,0.5
C:\Temp\shot-classification\labeled_dataset\medium_text\0030_cut_023.jpg,0030_cut_023.jpg,30,medium_text,medium,1,medium_text,test,364,1,4,wide,1,1,0.99719465,0.5124726,0.99719465,0.51103497,False,True,False,0.015224767,0.4139823,0.031153414,0.027166957,0.5124726,wide_text,0.5
C:\Temp\shot-classification\labeled_dataset\medium_text\0025_cut_010.jpg,0025_cut_010.jpg,25,medium_text,medium,1,medium_text,test,302,1,1,medium,1,1,0.5232615,0.9849498,0.5232615,0.5153863,True,True,True,0.01417728,0.9849498,1.4229603e-05,1.0778685e-07,0.00085854856,medium_text,0.5
C:\Temp\shot-classification\labeled_dataset\medium_notext\0025_cut_007.jpg,0025_cut_007.jpg,25,medium_notext,medium,0,medium_notext,test,296,1,1,medium,0,0,0.45523873,0.94714963,0.5447613,0.51597047,True,True,True,0.052392483,0.94714963,2.039266e-05,7.387485e-08,0.0004374164,medium_notext,0.5
C:\Temp\shot-classification\labeled_dataset\close-up_notext\0114_cut_015.jpg,0114_cut_015.jpg,114,close-up_notext,close-up,0,close-up_notext,test,1075,0,0,close-up,0,0,0.032175817,0.53411794,0.96782416,0.51693225,True,True,True,0.53411794,0.46478283,0.0009132274,3.7212978e-06,0.00018224098,close-up_notext,0.5
C:\Temp\shot-classification\labeled_dataset\wide_text\0031_cut_003.jpg,0031_cut_003.jpg,31,wide_text,wide,1,wide_text,test,379,4,4,wide,1,1,0.7330619,0.7134638,0.7330619,0.5230131,True,True,True,0.00084272074,0.2845099,0.0007702502,0.00041340326,0.7134638,wide_text,0.5
C:\Temp\shot-classification\labeled_dataset\medium_text\0075_cut_010.jpg,0075_cut_010.jpg,75,medium_text,medium,1,medium_text,test,750,1,1,medium,1,0,0.16409439,0.62722516,0.8359056,0.52430105,True,False,False,0.37169266,0.62722516,0.00085245114,1.0593183e-06,0.0002286665,medium_notext,0.5
C:\Temp\shot-classification\labeled_dataset\close-up_text\0210_cut_003.jpg,0210_cut_003.jpg,210,close-up_text,close-up,1,close-up_text,test,1864,0,0,close-up,1,1,0.99961436,0.5246059,0.99961436,0.5244036,True,True,True,0.5246059,0.4699399,0.005360324,5.9950517e-06,8.783014e-05,close-up_text,0.5
C:\Temp\shot-classification\labeled_dataset\medium_text\0157_cut_005.jpg,0157_cut_005.jpg,157,medium_text,medium,1,medium_text,test,1373,1,0,close-up,1,1,0.97514874,0.54287493,0.97514874,0.5293838,False,True,False,0.54287493,0.39680576,0.05904289,0.00024887206,0.0010276827,close-up_text,0.5
C:\Temp\shot-classification\labeled_dataset\medium_text\0019_cut_001.jpg,0019_cut_001.jpg,19,medium_text,medium,1,medium_text,test,221,1,1,medium,1,1,0.9019483,0.5935466,0.9019483,0.53534836,True,True,True,0.009715714,0.5935466,0.010418692,0.006074453,0.3802445,medium_text,0.5
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_031.jpg,0056_cut_031.jpg,56,object_text,object,1,object_text,test,633,2,2,object,1,1,0.9999175,0.53670216,0.9999175,0.53665787,True,True,True,0.0023575618,0.021455323,0.53670216,0.29390773,0.14557719,object_text,0.5
C:\Temp\shot-classification\labeled_dataset\close-up_text\0030_cut_003.jpg,0030_cut_003.jpg,30,close-up_text,close-up,1,close-up_text,test,351,0,0,close-up,1,1,0.9901271,0.5432061,0.9901271,0.53784305,True,True,True,0.5432061,0.45068818,0.005484062,3.83418e-05,0.00058335747,close-up_text,0.5
C:\Temp\shot-classification\labeled_dataset\object_notext\0122_cut_002.jpg,0122_cut_002.jpg,122,object_notext,object,0,object_notext,test,1127,2,2,object,0,1,0.7107761,0.7577769,0.7107761,0.53860974,True,False,False,0.032883197,0.026011217,0.7577769,0.17704268,0.0062860018,object_text,0.5
C:\Temp\shot-classification\labeled_dataset\medium_notext\0139_cut_003.jpg,0139_cut_003.jpg,139,medium_notext,medium,0,medium_notext,test,1254,1,3,space,0,0,0.25399113,0.7223238,0.7460089,0.53885996,False,True,False,0.0069670505,0.025289353,0.20334403,0.7223238,0.042075794,space_notext,0.5
