filepath,filename,video_id,original_class,shot_type,has_text,joint_label,split,embedding_index,shot_true_idx,shot_pred_idx,shot_pred,text_true,text_pred,text_threshold,text_probability,shot_confidence,joint_confidence,shot_correct,text_correct,joint_correct,prob_shot_close-up,prob_shot_medium,prob_shot_object,prob_shot_space,prob_shot_wide
C:\Temp\shot-classification\labeled_dataset\close-up_text\0210_cut_003.jpg,0210_cut_003.jpg,210,close-up_text,close-up,1,close-up_text,test,1864,0,1,medium,1,1,0.55,0.9996056,0.7685616,0.76825845,False,True,False,0.22794499,0.7685616,0.003032708,4.2591466e-07,0.00046024285
C:\Temp\shot-classification\labeled_dataset\wide_text\0019_cut_004.jpg,0019_cut_004.jpg,19,wide_text,wide,1,wide_text,test,223,4,4,wide,1,0,0.55,0.22750981,0.9746899,0.7529384,True,False,False,0.00018334352,0.0231149,0.00012515791,0.0018866981,0.9746899
C:\Temp\shot-classification\labeled_dataset\medium_text\0075_cut_004.jpg,0075_cut_004.jpg,75,medium_text,medium,1,medium_text,test,746,1,0,close-up,1,1,0.55,0.96564287,0.7674399,0.7410729,False,True,False,0.7674399,0.23203771,0.000437517,1.0530727e-07,8.483393e-05
C:\Temp\shot-classification\labeled_dataset\space_text\0097_cut_002.jpg,0097_cut_002.jpg,97,space_text,space,1,space_text,test,943,3,2,object,1,1,0.55,0.99884665,0.7376139,0.7367632,False,True,False,0.011266893,0.0025933855,0.7376139,0.24647067,0.0020551437
C:\Temp\shot-classification\labeled_dataset\wide_text\0017_cut_002.jpg,0017_cut_002.jpg,17,wide_text,wide,1,wide_text,test,211,4,1,medium,1,1,0.55,0.9998241,0.7255638,0.7254362,False,True,False,0.005075745,0.7255638,0.0010784856,0.00012844322,0.26815355
C:\Temp\shot-classification\labeled_dataset\medium_text\0017_cut_006.jpg,0017_cut_006.jpg,17,medium_text,medium,1,medium_text,test,206,1,0,close-up,1,1,0.55,0.9988167,0.7228022,0.72194695,False,True,False,0.7228022,0.21308719,0.06334473,7.8472745e-05,0.00068734406
C:\Temp\shot-classification\labeled_dataset\medium_text\0211_cut_006.jpg,0211_cut_006.jpg,211,medium_text,medium,1,medium_text,test,1888,1,0,close-up,1,1,0.55,0.99980265,0.7219426,0.72180015,False,True,False,0.7219426,0.27489108,0.003083421,4.776497e-07,8.228347e-05
C:\Temp\shot-classification\labeled_dataset\object_text\0110_cut_005.jpg,0110_cut_005.jpg,110,object_text,object,1,object_text,test,1042,2,3,space,1,1,0.55,0.99640524,0.7194435,0.71685725,False,True,False,0.00019405679,0.0004403903,0.27373242,0.7194435,0.006189659
C:\Temp\shot-classification\labeled_dataset\object_text\0056_cut_017.jpg,0056_cut_017.jpg,56,object_text,object,1,object_text,test,626,2,3,space,1,1,0.55,0.9931937,0.7200952,0.71519405,False,True,False,9.639164e-05,0.00050659705,0.26786754,0.7200952,0.01143421
C:\Temp\shot-classification\labeled_dataset\medium_text\0057_cut_001.jpg,0057_cut_001.jpg,57,medium_text,medium,1,medium_text,test,652,1,0,close-up,1,1,0.55,0.99989486,0.69548804,0.6954149,False,True,False,0.69548804,0.23616852,0.06811748,1.6875554e-05,0.00020901412
C:\Temp\shot-classification\labeled_dataset\wide_text\0017_cut_013.jpg,0017_cut_013.jpg,17,wide_text,wide,1,wide_text,test,215,4,1,medium,1,1,0.55,0.99905616,0.69577056,0.69511384,False,True,False,0.005303683,0.69577056,0.00071795756,0.000110485125,0.2980973
C:\Temp\shot-classification\labeled_dataset\medium_text\0075_cut_009.jpg,0075_cut_009.jpg,75,medium_text,medium,1,medium_text,test,749,1,1,medium,1,0,0.55,0.24952169,0.8981464,0.6740394,True,False,False,0.0928567,0.8981464,4.7710288e-05,3.9842115e-07,0.008948777
C:\Temp\shot-classification\labeled_dataset\wide_notext\0138_cut_004.jpg,0138_cut_004.jpg,138,wide_notext,wide,0,wide_notext,test,1251,4,1,medium,0,0,0.55,0.043401763,0.69525456,0.6650793,False,True,False,0.015047625,0.69525456,0.00028287942,4.4511566e-05,0.28937048
C:\Temp\shot-classification\labeled_dataset\medium_notext\0114_cut_002.jpg,0114_cut_002.jpg,114,medium_notext,medium,0,medium_notext,test,1083,1,1,medium,0,1,0.55,0.98756194,0.6716705,0.6633162,True,False,False,0.32723415,0.6716705,0.0005779872,2.243273e-07,0.00051697507
C:\Temp\shot-classification\labeled_dataset\medium_text\0157_cut_006.jpg,0157_cut_006.jpg,157,medium_text,medium,1,medium_text,test,1374,1,0,close-up,1,1,0.55,0.93479437,0.7070976,0.66099083,False,True,False,0.7070976,0.29234654,0.00044707392,1.264702e-07,0.000108575325
C:\Temp\shot-classification\labeled_dataset\space_text\0114_cut_007.jpg,0114_cut_007.jpg,114,space_text,space,1,space_text,test,1088,3,4,wide,1,0,0.55,0.15832263,0.7847785,0.66053027,False,False,False,0.00016050157,0.004196262,0.0022132632,0.20865148,0.7847785
C:\Temp\shot-classification\labeled_dataset\object_notext\0122_cut_002.jpg,0122_cut_002.jpg,122,object_notext,object,0,object_notext,test,1127,2,2,object,0,1,0.55,0.9971404,0.66202486,0.66013175,True,False,False,0.21420282,0.11363544,0.66202486,0.0059269997,0.0042098016
C:\Temp\shot-classification\labeled_dataset\close-up_text\0097_cut_005.jpg,0097_cut_005.jpg,97,close-up_text,close-up,1,close-up_text,test,940,0,2,object,1,1,0.55,0.9997894,0.6534415,0.65330386,False,True,False,0.30070224,0.045488186,0.6534415,0.0002655557,0.000102528385
C:\Temp\shot-classification\labeled_dataset\space_text\0106_cut_005.jpg,0106_cut_005.jpg,106,space_text,space,1,space_text,test,998,3,3,space,1,0,0.55,0.23180065,0.84214956,0.64693874,True,False,False,0.0018856311,0.0038484156,0.04947243,0.84214956,0.10264392
C:\Temp\shot-classification\labeled_dataset\wide_text\0031_cut_002.jpg,0031_cut_002.jpg,31,wide_text,wide,1,wide_text,test,378,4,4,wide,1,0,0.55,0.32936025,0.95986634,0.6437245,True,False,False,0.00030843055,0.038561,0.00013720134,0.0011270618,0.95986634
C:\Temp\shot-classification\labeled_dataset\close-up_text\0114_cut_010.jpg,0114_cut_010.jpg,114,close-up_text,close-up,1,close-up_text,test,1079,0,0,close-up,1,0,0.55,0.32806015,0.95081824,0.63889265,True,False,False,0.95081824,0.047320683,0.0018045217,1.9510283e-06,5.473206e-05
C:\Temp\shot-classification\labeled_dataset\space_text\0056_cut_011.jpg,0056_cut_011.jpg,56,space_text,space,1,space_text,test,642,3,4,wide,1,1,0.55,0.8398956,0.7579694,0.63661516,False,True,False,2.2571463e-05,0.0015716201,0.0011336858,0.23930272,0.7579694
C:\Temp\shot-classification\labeled_dataset\medium_notext\0106_cut_008.jpg,0106_cut_008.jpg,106,medium_notext,medium,0,medium_notext,test,992,1,4,wide,0,0,0.55,0.037789,0.6577125,0.6328582,False,True,False,0.001784835,0.009519597,0.005375816,0.32560727,0.6577125
C:\Temp\shot-classification\labeled_dataset\wide_text\0030_cut_018.jpg,0030_cut_018.jpg,30,wide_text,wide,1,wide_text,test,373,4,1,medium,1,1,0.55,0.9978623,0.6323324,0.6309806,False,True,False,0.0056461785,0.6323324,0.0011728808,0.00022675247,0.36062178
C:\Temp\shot-classification\labeled_dataset\medium_text\0075_cut_010.jpg,0075_cut_010.jpg,75,medium_text,medium,1,medium_text,test,750,1,1,medium,1,0,0.55,0.14652354,0.7363575,0.6284638,True,False,False,0.2459398,0.7363575,0.0006322842,1.2350962e-05,0.01705809
C:\Temp\shot-classification\labeled_dataset\medium_text\0075_cut_002.jpg,0075_cut_002.jpg,75,medium_text,medium,1,medium_text,test,745,1,1,medium,1,0,0.55,0.20543906,0.786387,0.6248324,True,False,False,0.16037412,0.786387,0.0014809843,5.7754016e-05,0.051700186
C:\Temp\shot-classification\labeled_dataset\wide_text\0017_cut_009.jpg,0017_cut_009.jpg,17,wide_text,wide,1,wide_text,test,213,4,1,medium,1,1,0.55,0.9995109,0.6231695,0.62286466,False,True,False,0.005346374,0.6231695,0.0011564054,0.000248179,0.37007946
C:\Temp\shot-classification\labeled_dataset\object_notext\0138_cut_001.jpg,0138_cut_001.jpg,138,object_notext,object,0,object_notext,test,1247,2,3,space,0,1,0.55,0.811924,0.7669185,0.62267953,False,False,False,0.0008735064,0.0024058903,0.18994968,0.7669185,0.039852485
C:\Temp\shot-classification\labeled_dataset\medium_text\0164_cut_002.jpg,0164_cut_002.jpg,164,medium_text,medium,1,medium_text,test,1428,1,1,medium,1,0,0.55,0.30018404,0.8825112,0.61759543,True,False,False,0.011169809,0.8825112,0.00014784862,7.0936953e-06,0.10616418
C:\Temp\shot-classification\labeled_dataset\space_text\0056_cut_026.jpg,0056_cut_026.jpg,56,space_text,space,1,space_text,test,647,3,4,wide,1,1,0.55,0.865559,0.7130028,0.61714596,False,True,False,0.00015383317,0.007838021,0.011889115,0.26711616,0.7130028
C:\Temp\shot-classification\labeled_dataset\space_notext\0106_cut_001.jpg,0106_cut_001.jpg,106,space_notext,space,0,space_notext,test,993,3,2,object,0,0,0.55,0.020304918,0.6292428,0.61646605,False,True,False,0.01759438,0.0035361182,0.6292428,0.34427002,0.0053566997
C:\Temp\shot-classification\labeled_dataset\close-up_text\0119_cut_001.jpg,0119_cut_001.jpg,119,close-up_text,close-up,1,close-up_text,test,1102,0,1,medium,1,0,0.55,0.14985356,0.72066,0.6126665,False,False,False,0.27381432,0.72066,0.0005320519,2.202411e-06,0.004991501
