filepath,filename,video_id,original_class,shot_type,has_text,joint_label
C:\Temp\shot-classification\labeled_dataset\medium_text\0016_cut_003.jpg,0016_cut_003.jpg,16,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0016_cut_009.jpg,0016_cut_009.jpg,16,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0016_cut_010.jpg,0016_cut_010.jpg,16,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0016_cut_011.jpg,0016_cut_011.jpg,16,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0016_cut_013.jpg,0016_cut_013.jpg,16,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\space_text\0016_cut_002.jpg,0016_cut_002.jpg,16,space_text,space,1,space_text
C:\Temp\shot-classification\labeled_dataset\space_text\0016_cut_004.jpg,0016_cut_004.jpg,16,space_text,space,1,space_text
C:\Temp\shot-classification\labeled_dataset\space_text\0016_cut_006.jpg,0016_cut_006.jpg,16,space_text,space,1,space_text
C:\Temp\shot-classification\labeled_dataset\space_text\0016_cut_008.jpg,0016_cut_008.jpg,16,space_text,space,1,space_text
C:\Temp\shot-classification\labeled_dataset\space_text\0016_cut_012.jpg,0016_cut_012.jpg,16,space_text,space,1,space_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0016_cut_005.jpg,0016_cut_005.jpg,16,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0016_cut_007.jpg,0016_cut_007.jpg,16,wide_text,wide,1,wide_text
C:\Temp\shot-classification\labeled_dataset\close-up_text\0017_cut_005.jpg,0017_cut_005.jpg,17,close-up_text,close-up,1,close-up_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0017_cut_003.jpg,0017_cut_003.jpg,17,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0017_cut_004.jpg,0017_cut_004.jpg,17,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0017_cut_006.jpg,0017_cut_006.jpg,17,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0017_cut_007.jpg,0017_cut_007.jpg,17,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0017_cut_010.jpg,0017_cut_010.jpg,17,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\medium_text\0017_cut_012.jpg,0017_cut_012.jpg,17,medium_text,medium,1,medium_text
C:\Temp\shot-classification\labeled_dataset\wide_text\0017_cut_001.jpg,0017_cut_001.jpg,17,wide_text,wide,1,wide_text
