filepath,filename,video_id,original_class,shot_type,has_text,joint_label,split
C:\Temp\shot-classification\labeled_dataset\wide_text\0003_cut_001.jpg,0003_cut_001.jpg,0003,wide_text,wide,1,wide_text,train
C:\Temp\shot-classification\labeled_dataset\close-up_text\0004_cut_006.jpg,0004_cut_006.jpg,0004,close-up_text,close-up,1,close-up_text,train
C:\Temp\shot-classification\labeled_dataset\close-up_text\0004_cut_009.jpg,0004_cut_009.jpg,0004,close-up_text,close-up,1,close-up_text,train
C:\Temp\shot-classification\labeled_dataset\close-up_text\0004_cut_010.jpg,0004_cut_010.jpg,0004,close-up_text,close-up,1,close-up_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0004_cut_001.jpg,0004_cut_001.jpg,0004,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0004_cut_002.jpg,0004_cut_002.jpg,0004,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0004_cut_003.jpg,0004_cut_003.jpg,0004,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0004_cut_004.jpg,0004_cut_004.jpg,0004,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0004_cut_005.jpg,0004_cut_005.jpg,0004,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0004_cut_007.jpg,0004_cut_007.jpg,0004,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0004_cut_008.jpg,0004_cut_008.jpg,0004,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0004_cut_011.jpg,0004_cut_011.jpg,0004,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\wide_text\0004_cut_012.jpg,0004_cut_012.jpg,0004,wide_text,wide,1,wide_text,train
C:\Temp\shot-classification\labeled_dataset\medium_text\0005_cut_013.jpg,0005_cut_013.jpg,0005,medium_text,medium,1,medium_text,train
C:\Temp\shot-classification\labeled_dataset\object_notext\0005_cut_001.jpg,0005_cut_001.jpg,0005,object_notext,object,0,object_notext,train
C:\Temp\shot-classification\labeled_dataset\object_text\0005_cut_003.jpg,0005_cut_003.jpg,0005,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0005_cut_005.jpg,0005_cut_005.jpg,0005,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0005_cut_007.jpg,0005_cut_007.jpg,0005,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0005_cut_008.jpg,0005_cut_008.jpg,0005,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0005_cut_010.jpg,0005_cut_010.jpg,0005,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0005_cut_012.jpg,0005_cut_012.jpg,0005,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0005_cut_014.jpg,0005_cut_014.jpg,0005,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0005_cut_016.jpg,0005_cut_016.jpg,0005,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0005_cut_017.jpg,0005_cut_017.jpg,0005,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0005_cut_018.jpg,0005_cut_018.jpg,0005,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0005_cut_019.jpg,0005_cut_019.jpg,0005,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0005_cut_020.jpg,0005_cut_020.jpg,0005,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0005_cut_021.jpg,0005_cut_021.jpg,0005,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\space_text\0005_cut_009.jpg,0005_cut_009.jpg,0005,space_text,space,1,space_text,train
C:\Temp\shot-classification\labeled_dataset\wide_text\0005_cut_002.jpg,0005_cut_002.jpg,0005,wide_text,wide,1,wide_text,train
C:\Temp\shot-classification\labeled_dataset\wide_text\0005_cut_004.jpg,0005_cut_004.jpg,0005,wide_text,wide,1,wide_text,train
C:\Temp\shot-classification\labeled_dataset\wide_text\0005_cut_011.jpg,0005_cut_011.jpg,0005,wide_text,wide,1,wide_text,train
C:\Temp\shot-classification\labeled_dataset\medium_text\0006_cut_001.jpg,0006_cut_001.jpg,0006,medium_text,medium,1,medium_text,test
C:\Temp\shot-classification\labeled_dataset\medium_text\0006_cut_002.jpg,0006_cut_002.jpg,0006,medium_text,medium,1,medium_text,test
C:\Temp\shot-classification\labeled_dataset\medium_text\0006_cut_003.jpg,0006_cut_003.jpg,0006,medium_text,medium,1,medium_text,test
C:\Temp\shot-classification\labeled_dataset\medium_text\0006_cut_004.jpg,0006_cut_004.jpg,0006,medium_text,medium,1,medium_text,test
C:\Temp\shot-classification\labeled_dataset\medium_text\0006_cut_005.jpg,0006_cut_005.jpg,0006,medium_text,medium,1,medium_text,test
C:\Temp\shot-classification\labeled_dataset\medium_text\0007_cut_001.jpg,0007_cut_001.jpg,0007,medium_text,medium,1,medium_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0007_cut_002.jpg,0007_cut_002.jpg,0007,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0007_cut_003.jpg,0007_cut_003.jpg,0007,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0007_cut_004.jpg,0007_cut_004.jpg,0007,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\space_text\0007_cut_006.jpg,0007_cut_006.jpg,0007,space_text,space,1,space_text,train
C:\Temp\shot-classification\labeled_dataset\wide_text\0007_cut_005.jpg,0007_cut_005.jpg,0007,wide_text,wide,1,wide_text,train
C:\Temp\shot-classification\labeled_dataset\wide_text\0007_cut_007.jpg,0007_cut_007.jpg,0007,wide_text,wide,1,wide_text,train
C:\Temp\shot-classification\labeled_dataset\wide_text\0007_cut_008.jpg,0007_cut_008.jpg,0007,wide_text,wide,1,wide_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0008_cut_003.jpg,0008_cut_003.jpg,0008,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0008_cut_009.jpg,0008_cut_009.jpg,0008,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0008_cut_011.jpg,0008_cut_011.jpg,0008,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0008_cut_012.jpg,0008_cut_012.jpg,0008,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0008_cut_013.jpg,0008_cut_013.jpg,0008,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0008_cut_016.jpg,0008_cut_016.jpg,0008,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0008_cut_017.jpg,0008_cut_017.jpg,0008,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0008_cut_021.jpg,0008_cut_021.jpg,0008,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0008_cut_022.jpg,0008_cut_022.jpg,0008,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0008_cut_023.jpg,0008_cut_023.jpg,0008,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\space_text\0008_cut_001.jpg,0008_cut_001.jpg,0008,space_text,space,1,space_text,train
C:\Temp\shot-classification\labeled_dataset\space_text\0008_cut_002.jpg,0008_cut_002.jpg,0008,space_text,space,1,space_text,train
C:\Temp\shot-classification\labeled_dataset\space_text\0008_cut_004.jpg,0008_cut_004.jpg,0008,space_text,space,1,space_text,train
C:\Temp\shot-classification\labeled_dataset\space_text\0008_cut_005.jpg,0008_cut_005.jpg,0008,space_text,space,1,space_text,train
C:\Temp\shot-classification\labeled_dataset\space_text\0008_cut_006.jpg,0008_cut_006.jpg,0008,space_text,space,1,space_text,train
C:\Temp\shot-classification\labeled_dataset\space_text\0008_cut_007.jpg,0008_cut_007.jpg,0008,space_text,space,1,space_text,train
C:\Temp\shot-classification\labeled_dataset\space_text\0008_cut_010.jpg,0008_cut_010.jpg,0008,space_text,space,1,space_text,train
C:\Temp\shot-classification\labeled_dataset\space_text\0008_cut_014.jpg,0008_cut_014.jpg,0008,space_text,space,1,space_text,train
C:\Temp\shot-classification\labeled_dataset\space_text\0008_cut_018.jpg,0008_cut_018.jpg,0008,space_text,space,1,space_text,train
C:\Temp\shot-classification\labeled_dataset\space_text\0008_cut_019.jpg,0008_cut_019.jpg,0008,space_text,space,1,space_text,train
C:\Temp\shot-classification\labeled_dataset\space_text\0008_cut_024.jpg,0008_cut_024.jpg,0008,space_text,space,1,space_text,train
C:\Temp\shot-classification\labeled_dataset\space_text\0008_cut_025.jpg,0008_cut_025.jpg,0008,space_text,space,1,space_text,train
C:\Temp\shot-classification\labeled_dataset\wide_text\0008_cut_015.jpg,0008_cut_015.jpg,0008,wide_text,wide,1,wide_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0009_cut_001.jpg,0009_cut_001.jpg,0009,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0009_cut_002.jpg,0009_cut_002.jpg,0009,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0009_cut_003.jpg,0009_cut_003.jpg,0009,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0009_cut_004.jpg,0009_cut_004.jpg,0009,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0009_cut_005.jpg,0009_cut_005.jpg,0009,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0009_cut_006.jpg,0009_cut_006.jpg,0009,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\medium_notext\0010_cut_002.jpg,0010_cut_002.jpg,0010,medium_notext,medium,0,medium_notext,val
C:\Temp\shot-classification\labeled_dataset\medium_text\0010_cut_001.jpg,0010_cut_001.jpg,0010,medium_text,medium,1,medium_text,val
C:\Temp\shot-classification\labeled_dataset\medium_text\0010_cut_003.jpg,0010_cut_003.jpg,0010,medium_text,medium,1,medium_text,val
C:\Temp\shot-classification\labeled_dataset\medium_text\0010_cut_008.jpg,0010_cut_008.jpg,0010,medium_text,medium,1,medium_text,val
C:\Temp\shot-classification\labeled_dataset\medium_text\0010_cut_011.jpg,0010_cut_011.jpg,0010,medium_text,medium,1,medium_text,val
C:\Temp\shot-classification\labeled_dataset\medium_text\0010_cut_012.jpg,0010_cut_012.jpg,0010,medium_text,medium,1,medium_text,val
C:\Temp\shot-classification\labeled_dataset\medium_text\0010_cut_013.jpg,0010_cut_013.jpg,0010,medium_text,medium,1,medium_text,val
C:\Temp\shot-classification\labeled_dataset\medium_text\0010_cut_016.jpg,0010_cut_016.jpg,0010,medium_text,medium,1,medium_text,val
C:\Temp\shot-classification\labeled_dataset\medium_text\0010_cut_021.jpg,0010_cut_021.jpg,0010,medium_text,medium,1,medium_text,val
C:\Temp\shot-classification\labeled_dataset\object_text\0010_cut_004.jpg,0010_cut_004.jpg,0010,object_text,object,1,object_text,val
C:\Temp\shot-classification\labeled_dataset\object_text\0010_cut_005.jpg,0010_cut_005.jpg,0010,object_text,object,1,object_text,val
C:\Temp\shot-classification\labeled_dataset\object_text\0010_cut_006.jpg,0010_cut_006.jpg,0010,object_text,object,1,object_text,val
C:\Temp\shot-classification\labeled_dataset\object_text\0010_cut_007.jpg,0010_cut_007.jpg,0010,object_text,object,1,object_text,val
C:\Temp\shot-classification\labeled_dataset\object_text\0010_cut_009.jpg,0010_cut_009.jpg,0010,object_text,object,1,object_text,val
C:\Temp\shot-classification\labeled_dataset\object_text\0010_cut_010.jpg,0010_cut_010.jpg,0010,object_text,object,1,object_text,val
C:\Temp\shot-classification\labeled_dataset\object_text\0010_cut_014.jpg,0010_cut_014.jpg,0010,object_text,object,1,object_text,val
C:\Temp\shot-classification\labeled_dataset\object_text\0010_cut_017.jpg,0010_cut_017.jpg,0010,object_text,object,1,object_text,val
C:\Temp\shot-classification\labeled_dataset\object_text\0010_cut_018.jpg,0010_cut_018.jpg,0010,object_text,object,1,object_text,val
C:\Temp\shot-classification\labeled_dataset\object_text\0010_cut_020.jpg,0010_cut_020.jpg,0010,object_text,object,1,object_text,val
C:\Temp\shot-classification\labeled_dataset\space_text\0010_cut_019.jpg,0010_cut_019.jpg,0010,space_text,space,1,space_text,val
C:\Temp\shot-classification\labeled_dataset\close-up_text\0011_cut_002.jpg,0011_cut_002.jpg,0011,close-up_text,close-up,1,close-up_text,train
C:\Temp\shot-classification\labeled_dataset\close-up_text\0011_cut_015.jpg,0011_cut_015.jpg,0011,close-up_text,close-up,1,close-up_text,train
C:\Temp\shot-classification\labeled_dataset\close-up_text\0011_cut_016.jpg,0011_cut_016.jpg,0011,close-up_text,close-up,1,close-up_text,train
C:\Temp\shot-classification\labeled_dataset\medium_text\0011_cut_001.jpg,0011_cut_001.jpg,0011,medium_text,medium,1,medium_text,train
C:\Temp\shot-classification\labeled_dataset\medium_text\0011_cut_003.jpg,0011_cut_003.jpg,0011,medium_text,medium,1,medium_text,train
C:\Temp\shot-classification\labeled_dataset\medium_text\0011_cut_005.jpg,0011_cut_005.jpg,0011,medium_text,medium,1,medium_text,train
C:\Temp\shot-classification\labeled_dataset\medium_text\0011_cut_009.jpg,0011_cut_009.jpg,0011,medium_text,medium,1,medium_text,train
C:\Temp\shot-classification\labeled_dataset\medium_text\0011_cut_010.jpg,0011_cut_010.jpg,0011,medium_text,medium,1,medium_text,train
C:\Temp\shot-classification\labeled_dataset\medium_text\0011_cut_012.jpg,0011_cut_012.jpg,0011,medium_text,medium,1,medium_text,train
C:\Temp\shot-classification\labeled_dataset\medium_text\0011_cut_013.jpg,0011_cut_013.jpg,0011,medium_text,medium,1,medium_text,train
C:\Temp\shot-classification\labeled_dataset\medium_text\0011_cut_014.jpg,0011_cut_014.jpg,0011,medium_text,medium,1,medium_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0011_cut_008.jpg,0011_cut_008.jpg,0011,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\wide_text\0011_cut_004.jpg,0011_cut_004.jpg,0011,wide_text,wide,1,wide_text,train
C:\Temp\shot-classification\labeled_dataset\wide_text\0011_cut_006.jpg,0011_cut_006.jpg,0011,wide_text,wide,1,wide_text,train
C:\Temp\shot-classification\labeled_dataset\wide_text\0011_cut_007.jpg,0011_cut_007.jpg,0011,wide_text,wide,1,wide_text,train
C:\Temp\shot-classification\labeled_dataset\wide_text\0011_cut_011.jpg,0011_cut_011.jpg,0011,wide_text,wide,1,wide_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0012_cut_002.jpg,0012_cut_002.jpg,0012,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0012_cut_005.jpg,0012_cut_005.jpg,0012,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0012_cut_006.jpg,0012_cut_006.jpg,0012,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\space_text\0012_cut_001.jpg,0012_cut_001.jpg,0012,space_text,space,1,space_text,train
C:\Temp\shot-classification\labeled_dataset\space_text\0012_cut_003.jpg,0012_cut_003.jpg,0012,space_text,space,1,space_text,train
C:\Temp\shot-classification\labeled_dataset\wide_text\0012_cut_004.jpg,0012_cut_004.jpg,0012,wide_text,wide,1,wide_text,train
C:\Temp\shot-classification\labeled_dataset\close-up_notext\0013_cut_006.jpg,0013_cut_006.jpg,0013,close-up_notext,close-up,0,close-up_notext,train
C:\Temp\shot-classification\labeled_dataset\close-up_notext\0013_cut_012.jpg,0013_cut_012.jpg,0013,close-up_notext,close-up,0,close-up_notext,train
C:\Temp\shot-classification\labeled_dataset\close-up_notext\0013_cut_017.jpg,0013_cut_017.jpg,0013,close-up_notext,close-up,0,close-up_notext,train
C:\Temp\shot-classification\labeled_dataset\close-up_text\0013_cut_002.jpg,0013_cut_002.jpg,0013,close-up_text,close-up,1,close-up_text,train
C:\Temp\shot-classification\labeled_dataset\medium_notext\0013_cut_009.jpg,0013_cut_009.jpg,0013,medium_notext,medium,0,medium_notext,train
C:\Temp\shot-classification\labeled_dataset\medium_notext\0013_cut_014.jpg,0013_cut_014.jpg,0013,medium_notext,medium,0,medium_notext,train
C:\Temp\shot-classification\labeled_dataset\medium_notext\0013_cut_021.jpg,0013_cut_021.jpg,0013,medium_notext,medium,0,medium_notext,train
C:\Temp\shot-classification\labeled_dataset\object_notext\0013_cut_003.jpg,0013_cut_003.jpg,0013,object_notext,object,0,object_notext,train
C:\Temp\shot-classification\labeled_dataset\object_notext\0013_cut_004.jpg,0013_cut_004.jpg,0013,object_notext,object,0,object_notext,train
C:\Temp\shot-classification\labeled_dataset\object_notext\0013_cut_005.jpg,0013_cut_005.jpg,0013,object_notext,object,0,object_notext,train
C:\Temp\shot-classification\labeled_dataset\object_notext\0013_cut_007.jpg,0013_cut_007.jpg,0013,object_notext,object,0,object_notext,train
C:\Temp\shot-classification\labeled_dataset\object_notext\0013_cut_008.jpg,0013_cut_008.jpg,0013,object_notext,object,0,object_notext,train
C:\Temp\shot-classification\labeled_dataset\object_notext\0013_cut_010.jpg,0013_cut_010.jpg,0013,object_notext,object,0,object_notext,train
C:\Temp\shot-classification\labeled_dataset\object_notext\0013_cut_011.jpg,0013_cut_011.jpg,0013,object_notext,object,0,object_notext,train
C:\Temp\shot-classification\labeled_dataset\object_notext\0013_cut_013.jpg,0013_cut_013.jpg,0013,object_notext,object,0,object_notext,train
C:\Temp\shot-classification\labeled_dataset\object_notext\0013_cut_015.jpg,0013_cut_015.jpg,0013,object_notext,object,0,object_notext,train
C:\Temp\shot-classification\labeled_dataset\object_notext\0013_cut_016.jpg,0013_cut_016.jpg,0013,object_notext,object,0,object_notext,train
C:\Temp\shot-classification\labeled_dataset\object_notext\0013_cut_018.jpg,0013_cut_018.jpg,0013,object_notext,object,0,object_notext,train
C:\Temp\shot-classification\labeled_dataset\object_notext\0013_cut_019.jpg,0013_cut_019.jpg,0013,object_notext,object,0,object_notext,train
C:\Temp\shot-classification\labeled_dataset\object_text\0013_cut_001.jpg,0013_cut_001.jpg,0013,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\wide_notext\0013_cut_022.jpg,0013_cut_022.jpg,0013,wide_notext,wide,0,wide_notext,train
C:\Temp\shot-classification\labeled_dataset\medium_text\0014_cut_006.jpg,0014_cut_006.jpg,0014,medium_text,medium,1,medium_text,train
C:\Temp\shot-classification\labeled_dataset\medium_text\0014_cut_007.jpg,0014_cut_007.jpg,0014,medium_text,medium,1,medium_text,train
C:\Temp\shot-classification\labeled_dataset\wide_text\0014_cut_001.jpg,0014_cut_001.jpg,0014,wide_text,wide,1,wide_text,train
C:\Temp\shot-classification\labeled_dataset\wide_text\0014_cut_002.jpg,0014_cut_002.jpg,0014,wide_text,wide,1,wide_text,train
C:\Temp\shot-classification\labeled_dataset\wide_text\0014_cut_003.jpg,0014_cut_003.jpg,0014,wide_text,wide,1,wide_text,train
C:\Temp\shot-classification\labeled_dataset\wide_text\0014_cut_004.jpg,0014_cut_004.jpg,0014,wide_text,wide,1,wide_text,train
C:\Temp\shot-classification\labeled_dataset\wide_text\0014_cut_005.jpg,0014_cut_005.jpg,0014,wide_text,wide,1,wide_text,train
C:\Temp\shot-classification\labeled_dataset\wide_text\0014_cut_008.jpg,0014_cut_008.jpg,0014,wide_text,wide,1,wide_text,train
C:\Temp\shot-classification\labeled_dataset\close-up_notext\0015_cut_001.jpg,0015_cut_001.jpg,0015,close-up_notext,close-up,0,close-up_notext,train
C:\Temp\shot-classification\labeled_dataset\close-up_text\0015_cut_004.jpg,0015_cut_004.jpg,0015,close-up_text,close-up,1,close-up_text,train
C:\Temp\shot-classification\labeled_dataset\close-up_text\0015_cut_007.jpg,0015_cut_007.jpg,0015,close-up_text,close-up,1,close-up_text,train
C:\Temp\shot-classification\labeled_dataset\close-up_text\0015_cut_009.jpg,0015_cut_009.jpg,0015,close-up_text,close-up,1,close-up_text,train
C:\Temp\shot-classification\labeled_dataset\close-up_text\0015_cut_010.jpg,0015_cut_010.jpg,0015,close-up_text,close-up,1,close-up_text,train
C:\Temp\shot-classification\labeled_dataset\close-up_text\0015_cut_011.jpg,0015_cut_011.jpg,0015,close-up_text,close-up,1,close-up_text,train
C:\Temp\shot-classification\labeled_dataset\close-up_text\0015_cut_012.jpg,0015_cut_012.jpg,0015,close-up_text,close-up,1,close-up_text,train
C:\Temp\shot-classification\labeled_dataset\close-up_text\0015_cut_013.jpg,0015_cut_013.jpg,0015,close-up_text,close-up,1,close-up_text,train
C:\Temp\shot-classification\labeled_dataset\close-up_text\0015_cut_014.jpg,0015_cut_014.jpg,0015,close-up_text,close-up,1,close-up_text,train
C:\Temp\shot-classification\labeled_dataset\close-up_text\0015_cut_015.jpg,0015_cut_015.jpg,0015,close-up_text,close-up,1,close-up_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0015_cut_005.jpg,0015_cut_005.jpg,0015,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0015_cut_006.jpg,0015_cut_006.jpg,0015,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\object_text\0015_cut_008.jpg,0015_cut_008.jpg,0015,object_text,object,1,object_text,train
C:\Temp\shot-classification\labeled_dataset\medium_text\0016_cut_001.jpg,0016_cut_001.jpg,0016,medium_text,medium,1,medium_text,val
C:\Temp\shot-classification\labeled_dataset\medium_text\0016_cut_003.jpg,0016_cut_003.jpg,0016,medium_text,medium,1,medium_text,val
C:\Temp\shot-classification\labeled_dataset\medium_text\0016_cut_009.jpg,0016_cut_009.jpg,0016,medium_text,medium,1,medium_text,val
C:\Temp\shot-classification\labeled_dataset\medium_text\0016_cut_010.jpg,0016_cut_010.jpg,0016,medium_text,medium,1,medium_text,val
C:\Temp\shot-classification\labeled_dataset\medium_text\0016_cut_011.jpg,0016_cut_011.jpg,0016,medium_text,medium,1,medium_text,val
C:\Temp\shot-classification\labeled_dataset\medium_text\0016_cut_013.jpg,0016_cut_013.jpg,0016,medium_text,medium,1,medium_text,val
C:\Temp\shot-classification\labeled_dataset\space_text\0016_cut_002.jpg,0016_cut_002.jpg,0016,space_text,space,1,space_text,val
C:\Temp\shot-classification\labeled_dataset\space_text\0016_cut_004.jpg,0016_cut_004.jpg,0016,space_text,space,1,space_text,val
C:\Temp\shot-classification\labeled_dataset\space_text\0016_cut_006.jpg,0016_cut_006.jpg,0016,space_text,space,1,space_text,val
C:\Temp\shot-classification\labeled_dataset\space_text\0016_cut_008.jpg,0016_cut_008.jpg,0016,space_text,space,1,space_text,val
C:\Temp\shot-classification\labeled_dataset\space_text\0016_cut_012.jpg,0016_cut_012.jpg,0016,space_text,space,1,space_text,val
C:\Temp\shot-classification\labeled_dataset\wide_text\0016_cut_005.jpg,0016_cut_005.jpg,0016,wide_text,wide,1,wide_text,val
